presenter_name,presenter_institution,presentation_title,session_title,session_description
Stephen Shane,Emerson College NA,NA,Writing as Partnership: Negotiating and Sustaining Dynamic Community Writing Projects,This presentation suggests three methods to negotiate the complex and inherently asymmetrical partnerships of community writing projects.
Mike Cabot,American University,NA,"Political Climate, Sustainability, and Paradigm Shifts","Cool Rogerian argument, reflection as action, technology, and permaculture principles informing first-year composition are discussed."
LaRue Diehl,Papillion-LaVista South High School,NA,"Political Climate, Sustainability, and Paradigm Shifts","Cool Rogerian argument, reflection as action, technology, and permaculture principles informing first-year composition are discussed."
NE,"""The Permaculture Classroom: Sustainable Design Principles for Composition Pedagogy""",The Permaculture Classroom: Sustainable Design Principles for Composition Pedagogy,"Political Climate, Sustainability, and Paradigm Shifts","Cool Rogerian argument, reflection as action, technology, and permaculture principles informing first-year composition are discussed."
Faith Kurtyka,Creighton University,The Permaculture Classroom: Sustainable Design Principles for Composition Pedagogy,"Political Climate, Sustainability, and Paradigm Shifts","Cool Rogerian argument, reflection as action, technology, and permaculture principles informing first-year composition are discussed."
Bonnie Markowski,University of Scranton,Cultivating Change through the Ignatian Pedagogical Paradigm: Using Reflection AS Action,"Political Climate, Sustainability, and Paradigm Shifts","Cool Rogerian argument, reflection as action, technology, and permaculture principles informing first-year composition are discussed."
Adam Phillips,University of Tampa,Technology and Composition: Fostering Change through Socially and Politically Conscientious,"Political Climate, Sustainability, and Paradigm Shifts","Cool Rogerian argument, reflection as action, technology, and permaculture principles informing first-year composition are discussed."
Kathleen Spada,Northern Kentucky University,Starting with WHY: An Inquiry and Rogerian-Based Approach to Cultivating Critical,"Political Climate, Sustainability, and Paradigm Shifts","Cool Rogerian argument, reflection as action, technology, and permaculture principles informing first-year composition are discussed."
Heather Fitzgerald,Emily Carr University of Art and Design,NA,Sensing Rhetoric and the Rhetoric of the Senses,This session examines connections between sensory-based contemplative practices and teaching.
Cheryl Hoy,Bowling Green State University,Locating the Present Moment: Finding the Mind/Body Connection in an,Sensing Rhetoric and the Rhetoric of the Senses,This session examines connections between sensory-based contemplative practices and teaching.
Matthew Jacobson,University of Oklahoma,Podcast Pedagogy Reconsidered: How 'Unrevised' Podcasts and the 'Wild Meat,Sensing Rhetoric and the Rhetoric of the Senses,This session examines connections between sensory-based contemplative practices and teaching.
Andrea A. Lunsford,Stanford University,NA,Teaching Documentation: New Uses for Style Guides in the Writing Classroom Sponsored by the Modern Language Association Pedagogical approaches to teaching documentation: how teaching with style guides can help students with writing and digital research.,NA
Nancy Foasberg,Queens College,Citing Rhetorically in the Classroom,Teaching Documentation: New Uses for Style Guides in the Writing Classroom Sponsored by the Modern Language Association Pedagogical approaches to teaching documentation: how teaching with style guides can help students with writing and digital research.,NA
Angela Gibson,Modern Language Association,MLA Style in Practice: An Editor's Perspective on Learning and Teaching the New Style,Teaching Documentation: New Uses for Style Guides in the Writing Classroom Sponsored by the Modern Language Association Pedagogical approaches to teaching documentation: how teaching with style guides can help students with writing and digital research.,NA
Denice Martone,New York University,"'If I can find the source, I credit it': Understanding ESL Student Writers' Digital Research and",Teaching Documentation: New Uses for Style Guides in the Writing Classroom Sponsored by the Modern Language Association Pedagogical approaches to teaching documentation: how teaching with style guides can help students with writing and digital research.,NA
Deborah H. Holdstein,Columbia College Chicago NA,NA,Teaching Documentation: New Uses for Style Guides in the Writing Classroom Sponsored by the Modern Language Association Pedagogical approaches to teaching documentation: how teaching with style guides can help students with writing and digital research.,NA
Allison Schuette,Valparaiso University,NA,"Creative Nonfiction and Composition: Cultivating Creative, Academic, and Socially Conscious Connections The presenters on this panel argue for creative nonfiction in the composition classroom.",NA
Anne Auten,North Carolina State University,Writing the Self: Implementing and Assessing Autoethnography in the FirstYear Composition Classroom,"Creative Nonfiction and Composition: Cultivating Creative, Academic, and Socially Conscious Connections The presenters on this panel argue for creative nonfiction in the composition classroom.",NA
Melissa Goldthwaite,Saint Joseph's University,Creative Nonfiction as a Foundational Academic Literacy,"Creative Nonfiction and Composition: Cultivating Creative, Academic, and Socially Conscious Connections The presenters on this panel argue for creative nonfiction in the composition classroom.",NA
Jenny Spinner,Saint Joseph's University,Cultivating the Relationship between Creative Nonfiction and Composition Studies,"Creative Nonfiction and Composition: Cultivating Creative, Academic, and Socially Conscious Connections The presenters on this panel argue for creative nonfiction in the composition classroom.",NA
Jane Danielewicz,University of North Carolina at Chapel Hill,NA,"Creative Nonfiction and Composition: Cultivating Creative, Academic, and Socially Conscious Connections The presenters on this panel argue for creative nonfiction in the composition classroom.",NA
Chloe Diepenbrock,"University of Houstonâ€“Clear Lake,",NA,Will the Center Hold? Addressing New Challenges to Writing Center Pedagogy and Autonomy,What can writing centers do to maintain 40+ years of pedagogy and practice when universities merge them with other units and fire faculty?
Prevention,Response,"Being Strategic: Prevention, Response, and Recovery",Will the Center Hold? Addressing New Challenges to Writing Center Pedagogy and Autonomy,What can writing centers do to maintain 40+ years of pedagogy and practice when universities merge them with other units and fire faculty?
Shareen Grogan,National University,I Feel the Earth Move under My Feet,Will the Center Hold? Addressing New Challenges to Writing Center Pedagogy and Autonomy,What can writing centers do to maintain 40+ years of pedagogy and practice when universities merge them with other units and fire faculty?
Ben Rafoth,Indiana University of Pennsylvania,Rethinking the Mission of Writing Centers,Will the Center Hold? Addressing New Challenges to Writing Center Pedagogy and Autonomy,What can writing centers do to maintain 40+ years of pedagogy and practice when universities merge them with other units and fire faculty?
Patricia Stephens,Curry College,"Thing Fall Apart, but This Center Holds: Resisting One-Stop Shopping in the Learning Commons",Will the Center Hold? Addressing New Challenges to Writing Center Pedagogy and Autonomy,What can writing centers do to maintain 40+ years of pedagogy and practice when universities merge them with other units and fire faculty?
Joe Essid,University of Richmond,Leaving Camp Better Than I Found It,Will the Center Hold? Addressing New Challenges to Writing Center Pedagogy and Autonomy,What can writing centers do to maintain 40+ years of pedagogy and practice when universities merge them with other units and fire faculty?
Celeste Amos,Loyola Marymount University,NA,"Citizenship, Rhetoric, and Political Life",This panel examines rhetorics of political power that support paranoia and warfare and invade the lives of students in the writing classroom.
Shereen Inayatulla,York College,Sans Papiers: Studying Citizenship and Documentation in the Writing Classroom,"Citizenship, Rhetoric, and Political Life",This panel examines rhetorics of political power that support paranoia and warfare and invade the lives of students in the writing classroom.
Michael MacDonald,University of Michigan-Dearborn,Sans Papiers: Studying Citizenship and Documentation in the Writing Classroom,"Citizenship, Rhetoric, and Political Life",This panel examines rhetorics of political power that support paranoia and warfare and invade the lives of students in the writing classroom.
Bernie Miller,Eastern Michigan University,Supporting Our Tropes: Witchcraft and the War on Terrorism,"Citizenship, Rhetoric, and Political Life",This panel examines rhetorics of political power that support paranoia and warfare and invade the lives of students in the writing classroom.
Michael Sobiech,Carson-Newman University,Paranoia's Political Power: Donald Trump's Conspiracy Rhetoric,"Citizenship, Rhetoric, and Political Life",This panel examines rhetorics of political power that support paranoia and warfare and invade the lives of students in the writing classroom.
Amber Jensen,George Mason University,NA,Post-/De-/Colonialisms in Composition and Beyond Speakers utilize post-/de-/colonial perspectives and consider their applications in composition and beyond.,NA
Thomas Bolding,Southern Illinois University Edwardsville,The Colonized Voice: Postcolonialism in Contemporary Composition,Post-/De-/Colonialisms in Composition and Beyond Speakers utilize post-/de-/colonial perspectives and consider their applications in composition and beyond.,NA
Noel Holton,SUNY Farmingdale,NA,Access in Writing Centers and Programs,Speakers examine access and the future of multiliteracy in writing centers.
Joseph Cheatle,Michigan State University,Building for the Future: Multiliteracy in the Writing Center,Access in Writing Centers and Programs,Speakers examine access and the future of multiliteracy in writing centers.
Jason Custer,Florida State University,"Multiple Modes, Multiple Contexts: A Descriptive Overview of Administrator",Access in Writing Centers and Programs,Speakers examine access and the future of multiliteracy in writing centers.
Roger Munger,Boise State University,Student Distress: Understanding,Access in Writing Centers and Programs,Speakers examine access and the future of multiliteracy in writing centers.
and Using Policies,Laws,NA,Access in Writing Centers and Programs,Speakers examine access and the future of multiliteracy in writing centers.
Angela Shaffer,Texas Tech University,How We Teach Our Teachers: UDL as Pedagogy,Access in Writing Centers and Programs,Speakers examine access and the future of multiliteracy in writing centers.
Christie Toth,University of Utah,NA,"Remediating Cross-Disciplinary Capacities: Digital Humanities, Social Media, Fan Studies, and Disability Rhetoric","Cultivating capacity at the intersections of composition and the digital humanities, social media, fan studies, and disability rhetoric."
Geneva Canino,University of Houston,'Can We Talk?': Social Media Self-Advocacy and Rendering Disability,"Remediating Cross-Disciplinary Capacities: Digital Humanities, Social Media, Fan Studies, and Disability Rhetoric","Cultivating capacity at the intersections of composition and the digital humanities, social media, fan studies, and disability rhetoric."
Merideth Garcia,University of Michigan,Composing the Social (Media) Self: Connecting the Rhetorics of Social Media Communication and,"Remediating Cross-Disciplinary Capacities: Digital Humanities, Social Media, Fan Studies, and Disability Rhetoric","Cultivating capacity at the intersections of composition and the digital humanities, social media, fan studies, and disability rhetoric."
James Hammond,University of Michigan,Reassessing Distant Reading: Cultivating Connections between the Digital,"Remediating Cross-Disciplinary Capacities: Digital Humanities, Social Media, Fan Studies, and Disability Rhetoric","Cultivating capacity at the intersections of composition and the digital humanities, social media, fan studies, and disability rhetoric."
Adrienne Raw,University of Michigan,Tags and Trigger Warnings: Connecting Discourse in Fan and Academic Spaces,"Remediating Cross-Disciplinary Capacities: Digital Humanities, Social Media, Fan Studies, and Disability Rhetoric","Cultivating capacity at the intersections of composition and the digital humanities, social media, fan studies, and disability rhetoric."
Dawn Penich-Thacker,South Mountain Community College,NA,Poetics and Style in the Teaching of Writing,This panel encourages writing instructors to make use of literary and poetic strategies in the composition classroom to aid with literacy transfer and ESL development.
Xinqiang Li,Michigan State University,Constructing a Western Realistic Discourse in the Contact Zone,Poetics and Style in the Teaching of Writing,This panel encourages writing instructors to make use of literary and poetic strategies in the composition classroom to aid with literacy transfer and ESL development.
Fang Yu Liao,Indiana University of Pennsylvania,Cultivating English Composition Classes through Writing Poetry: A Translingual,Poetics and Style in the Teaching of Writing,This panel encourages writing instructors to make use of literary and poetic strategies in the composition classroom to aid with literacy transfer and ESL development.
Heidi Naylor,Boise State University,Poetics: Literary Connections for FY Multilingual Writers,Poetics and Style in the Teaching of Writing,This panel encourages writing instructors to make use of literary and poetic strategies in the composition classroom to aid with literacy transfer and ESL development.
Kristina Reardon,College of the Holy Cross,Awakening the Sleeping Metaphor of Translation in Composition Studies,Poetics and Style in the Teaching of Writing,This panel encourages writing instructors to make use of literary and poetic strategies in the composition classroom to aid with literacy transfer and ESL development.
Craig Wynne,Hampton University,NA,Cultivating Social Activism in the Classroom,"This session highlights ways to cultivate social activism effectively in response to varied, and often political, rhetorical situations."
James Beitler,Wheaton College,NA,Cultivating Social Activism in the Classroom,"This session highlights ways to cultivate social activism effectively in response to varied, and often political, rhetorical situations."
Heather Lettner-Rust,Longwood University,NA,Cultivating Social Activism in the Classroom,"This session highlights ways to cultivate social activism effectively in response to varied, and often political, rhetorical situations."
Janet Lively,Northwestern Michigan College,NA,Cultivating Social Activism in the Classroom,"This session highlights ways to cultivate social activism effectively in response to varied, and often political, rhetorical situations."
Craig Wynne,Hampton University NA,NA,Cultivating Social Activism in the Classroom,"This session highlights ways to cultivate social activism effectively in response to varied, and often political, rhetorical situations."
Lori Beth De Hertogh,James Madison University,NA,Reproductive Discourses as Sites for Rhetorical Cultivation of Social Action,This panel considers the complex intersections between women's reproductive health and the discourses that mediate their bodies.
Erin A. Frost,East Carolina University,NA,Reproductive Discourses as Sites for Rhetorical Cultivation of Social Action,This panel considers the complex intersections between women's reproductive health and the discourses that mediate their bodies.
Amy Koerber,Texas Tech University,NA,Reproductive Discourses as Sites for Rhetorical Cultivation of Social Action,This panel considers the complex intersections between women's reproductive health and the discourses that mediate their bodies.
Sheri Rysdam,Utah Valley University NA,NA,Reproductive Discourses as Sites for Rhetorical Cultivation of Social Action,This panel considers the complex intersections between women's reproductive health and the discourses that mediate their bodies.
John Duffy,University of Notre Dame,NA,Tribute Session: Harvey J. Graff,"Harvey J. Graff, Literacy Studies, and Composition This roundtable will reflect on literacy studies and composition through the work of Harvey J. Graff."
Patrick Berry,Syracuse University,Literacy Myths and Hope behind Bars,Tribute Session: Harvey J. Graff,"Harvey J. Graff, Literacy Studies, and Composition This roundtable will reflect on literacy studies and composition through the work of Harvey J. Graff."
Kim Donehower,University of North Dakota,Literacy as Community Property,Tribute Session: Harvey J. Graff,"Harvey J. Graff, Literacy Studies, and Composition This roundtable will reflect on literacy studies and composition through the work of Harvey J. Graff."
John Duffy,University of Notre Dame,Writing the 'People without,Tribute Session: Harvey J. Graff,"Harvey J. Graff, Literacy Studies, and Composition This roundtable will reflect on literacy studies and composition through the work of Harvey J. Graff."
Orality,Literacy,NA,Tribute Session: Harvey J. Graff,"Harvey J. Graff, Literacy Studies, and Composition This roundtable will reflect on literacy studies and composition through the work of Harvey J. Graff."
Michael Harker,Georgia State University,"See Harvey J. Graff, or, A Necessary Beginning for the 'New' Humanities",Tribute Session: Harvey J. Graff,"Harvey J. Graff, Literacy Studies, and Composition This roundtable will reflect on literacy studies and composition through the work of Harvey J. Graff."
Peter Mortensen,University of Illinois at Urbana-Champaign,"Town,",Tribute Session: Harvey J. Graff,"Harvey J. Graff, Literacy Studies, and Composition This roundtable will reflect on literacy studies and composition through the work of Harvey J. Graff."
Village,"Farm: Another Look at Early Twentieth-Century Mass Literacy""",NA,Tribute Session: Harvey J. Graff,"Harvey J. Graff, Literacy Studies, and Composition This roundtable will reflect on literacy studies and composition through the work of Harvey J. Graff."
Amy Wan,Queens College,Managing Literacy Myths in the Global University,Tribute Session: Harvey J. Graff,"Harvey J. Graff, Literacy Studies, and Composition This roundtable will reflect on literacy studies and composition through the work of Harvey J. Graff."
Harvey J. Graff,The Ohio State University NA,NA,Tribute Session: Harvey J. Graff,"Harvey J. Graff, Literacy Studies, and Composition This roundtable will reflect on literacy studies and composition through the work of Harvey J. Graff."
Michael Berns,California State University,NA,(Re-)Creating the MA: Cultivating Professional Development in the Classroom and Beyond,This panel suggests programmatic changes that cultivate professional development for the sake of the graduate students involved.
Eric Kufs,California State University,NA,(Re-)Creating the MA: Cultivating Professional Development in the Classroom and Beyond,This panel suggests programmatic changes that cultivate professional development for the sake of the graduate students involved.
J. C. Lee,California State University,NA,(Re-)Creating the MA: Cultivating Professional Development in the Classroom and Beyond,This panel suggests programmatic changes that cultivate professional development for the sake of the graduate students involved.
Sharon Lim,California State University,NA,(Re-)Creating the MA: Cultivating Professional Development in the Classroom and Beyond,This panel suggests programmatic changes that cultivate professional development for the sake of the graduate students involved.
Kylowna Moton,California State University,NA,(Re-)Creating the MA: Cultivating Professional Development in the Classroom and Beyond,This panel suggests programmatic changes that cultivate professional development for the sake of the graduate students involved.
Shelley DeBlasis,New Mexico State University Carlsbad,NA,Rhetoric and Community Engagement: Implications for Food and Nutrition,"Several perspectives on the relationship between community engagement initiatives, food, and nutrition."
Meaghan Elliott Dittrich,University of New Hampshire,Food Literacies: The Rhetoric of Meal-Kits and How They Cultivate,Rhetoric and Community Engagement: Implications for Food and Nutrition,"Several perspectives on the relationship between community engagement initiatives, food, and nutrition."
Megan Schoen,Oakland University,"Writing Programs, Public Rhetoric, and the Flint Water Crisis",Rhetoric and Community Engagement: Implications for Food and Nutrition,"Several perspectives on the relationship between community engagement initiatives, food, and nutrition."
Melissa Sprenkle,Northwestern Michigan College,Community Engaged Writing Projects in a Rural Two-Year College: Raising Awareness of,Rhetoric and Community Engagement: Implications for Food and Nutrition,"Several perspectives on the relationship between community engagement initiatives, food, and nutrition."
Tabetha Adkins,Texas A&M University-Commerce,'I Didn't,"The Rigged Race: Public Memory, Local Connections, and Cultivating Change",This roundtable explores the complex relationships between success and failure inherent to community engagement.
Know We Had to Fight:' Cultivating Change,"One Cookie at a Time""",NA,"The Rigged Race: Public Memory, Local Connections, and Cultivating Change",This roundtable explores the complex relationships between success and failure inherent to community engagement.
Shannon Carter,Texas A&M University-Commerce,125/50 Years Later: Challenging Institutional Memories in the Jim Crow South,"The Rigged Race: Public Memory, Local Connections, and Cultivating Change",This roundtable explores the complex relationships between success and failure inherent to community engagement.
Donna Dunbar-Odom,Texas A&M University-Commerce,Cultivating Town-Gown Connections: Productive Failure and Sustainable Change,"The Rigged Race: Public Memory, Local Connections, and Cultivating Change",This roundtable explores the complex relationships between success and failure inherent to community engagement.
Diana Hines,Texas A&M University-Commerce,Tapping the Well in Rural Texas: A University-Community Storytelling Project,"The Rigged Race: Public Memory, Local Connections, and Cultivating Change",This roundtable explores the complex relationships between success and failure inherent to community engagement.
Tobi Jacobi,Colorado State University,Not 'All Ellas': Risking Exploitation in a Prison Public Memory Project,"The Rigged Race: Public Memory, Local Connections, and Cultivating Change",This roundtable explores the complex relationships between success and failure inherent to community engagement.
Matthew Hollrah,University of Central Oklahoma,NA,"Creating Socially Engaged Writing Pedagogies: Identifying and Analyzing Contemporary American Indian Realities in First-Year Writing, English Education, and Online Literature Courses This teaching demonstration utilizes and examines a variety of writing activities. Participants will obtain ideas, materials, and resources.",NA
Meredith Bigheart-Seagraves,University of Central Oklahoma,NA,"Creating Socially Engaged Writing Pedagogies: Identifying and Analyzing Contemporary American Indian Realities in First-Year Writing, English Education, and Online Literature Courses This teaching demonstration utilizes and examines a variety of writing activities. Participants will obtain ideas, materials, and resources.",NA
Laura Bolf-Beliveau,University of Central Oklahoma,NA,"Creating Socially Engaged Writing Pedagogies: Identifying and Analyzing Contemporary American Indian Realities in First-Year Writing, English Education, and Online Literature Courses This teaching demonstration utilizes and examines a variety of writing activities. Participants will obtain ideas, materials, and resources.",NA
Timothy Petete,University of Central Oklahoma,NA,"Creating Socially Engaged Writing Pedagogies: Identifying and Analyzing Contemporary American Indian Realities in First-Year Writing, English Education, and Online Literature Courses This teaching demonstration utilizes and examines a variety of writing activities. Participants will obtain ideas, materials, and resources.",NA
TJ Geiger,Baylor University,NA,Using Grounded Inquiry as a Method for (Re)Designing Writing Majors,"This panel presents grounded inquiry as a method for cultivating action through the assessment, analysis, and (re)design of writing majors."
Kara Poe Alexander,Baylor University,NA,Using Grounded Inquiry as a Method for (Re)Designing Writing Majors,"This panel presents grounded inquiry as a method for cultivating action through the assessment, analysis, and (re)design of writing majors."
Michael-John DePalma,Baylor University,NA,Using Grounded Inquiry as a Method for (Re)Designing Writing Majors,"This panel presents grounded inquiry as a method for cultivating action through the assessment, analysis, and (re)design of writing majors."
Coretta M. Pittman,Baylor University,NA,Using Grounded Inquiry as a Method for (Re)Designing Writing Majors,"This panel presents grounded inquiry as a method for cultivating action through the assessment, analysis, and (re)design of writing majors."
Lisa Shaver,Baylor University,NA,Using Grounded Inquiry as a Method for (Re)Designing Writing Majors,"This panel presents grounded inquiry as a method for cultivating action through the assessment, analysis, and (re)design of writing majors."
Danielle Williams,Baylor University NA,NA,Using Grounded Inquiry as a Method for (Re)Designing Writing Majors,"This panel presents grounded inquiry as a method for cultivating action through the assessment, analysis, and (re)design of writing majors."
Abby Dubisar,Iowa State University,NA,"The Role of the Personal, Empathy, Compassion, and Metacognition in First-Year Composition Pedagogy","Presenters discuss enriching first-year composition through compassion, the personal, metacognition, and empathy in the classroom."
Samantha Looker,University of Wisconsin-Oshkosh,Cultivating Active Empathy for Linguistic Difference: Rhetorical,"The Role of the Personal, Empathy, Compassion, and Metacognition in First-Year Composition Pedagogy","Presenters discuss enriching first-year composition through compassion, the personal, metacognition, and empathy in the classroom."
Erica Rogers,University of Wisconsinâ€“Eau Claire,Cultivating,"The Role of the Personal, Empathy, Compassion, and Metacognition in First-Year Composition Pedagogy","Presenters discuss enriching first-year composition through compassion, the personal, metacognition, and empathy in the classroom."
Healing the Rift between Reason and Emotion,"'The Public' and 'The Personal' in a Composition Classroom""",NA,"The Role of the Personal, Empathy, Compassion, and Metacognition in First-Year Composition Pedagogy","Presenters discuss enriching first-year composition through compassion, the personal, metacognition, and empathy in the classroom."
Albert Rouzie,Ohio University,Learning to Represent Their Learning: Metacognitive Awareness in FYC,"The Role of the Personal, Empathy, Compassion, and Metacognition in First-Year Composition Pedagogy","Presenters discuss enriching first-year composition through compassion, the personal, metacognition, and empathy in the classroom."
Chanon Adsanatham,University of Maryland,NA,"Past Forward: How Rhetorical Practices before and beyond the Alphabet Can Inform Composition and CrossCultural Approaches to Rhetoric Examines how nonalphabetic practices outside a Eurocentric framework can reform trends in multimodal, cross-cultural, and translingual rhetoric.",NA
DamiÃ¡n Baca,University of Arizona,NA,"Past Forward: How Rhetorical Practices before and beyond the Alphabet Can Inform Composition and CrossCultural Approaches to Rhetoric Examines how nonalphabetic practices outside a Eurocentric framework can reform trends in multimodal, cross-cultural, and translingual rhetoric.",NA
Ellen Cushman,Northeastern University,NA,"Past Forward: How Rhetorical Practices before and beyond the Alphabet Can Inform Composition and CrossCultural Approaches to Rhetoric Examines how nonalphabetic practices outside a Eurocentric framework can reform trends in multimodal, cross-cultural, and translingual rhetoric.",NA
Jonathan Osborne,Northeastern University,NA,"Past Forward: How Rhetorical Practices before and beyond the Alphabet Can Inform Composition and CrossCultural Approaches to Rhetoric Examines how nonalphabetic practices outside a Eurocentric framework can reform trends in multimodal, cross-cultural, and translingual rhetoric.",NA
Elaine Richardson,The Ohio State University,NA,"Past Forward: How Rhetorical Practices before and beyond the Alphabet Can Inform Composition and CrossCultural Approaches to Rhetoric Examines how nonalphabetic practices outside a Eurocentric framework can reform trends in multimodal, cross-cultural, and translingual rhetoric.",NA
Julie Jung,Illinois State University,Calling Out Posthumanism's Epistemic Neglect,"Vital Concepts: Returning ""Stability,"" ""Context,"" and ""Epistemology"" to Posthumanist Writing and Rhetoric Studies Returning/rethinking ""outdated"" concepts as a way of cultivating intellectual vitality in the classroom, the public sphere, and the field.",NA
Chris Mays,University of Nevada,Cultivating Stability in Writing (Studies),"Vital Concepts: Returning ""Stability,"" ""Context,"" and ""Epistemology"" to Posthumanist Writing and Rhetoric Studies Returning/rethinking ""outdated"" concepts as a way of cultivating intellectual vitality in the classroom, the public sphere, and the field.",NA
Maclain Scott,University of Texas at Austin,Contextualizing Context,"Vital Concepts: Returning ""Stability,"" ""Context,"" and ""Epistemology"" to Posthumanist Writing and Rhetoric Studies Returning/rethinking ""outdated"" concepts as a way of cultivating intellectual vitality in the classroom, the public sphere, and the field.",NA
Kristin Arola,Washington State University,'All Things Are Alive. Everything Is Related': An Indigenous Approach to Making,"Listening, Making, Mattering, Writing, Changing: Some Ethical Intersections of Digitality and Media",This panel looks to Maker culture as we ask how to stretch the possibilities for writing classrooms.
Kristin Prins,Cal Poly Pomona,DIY Public Rhetoric in the Multimodal Writing Workshop,"Listening, Making, Mattering, Writing, Changing: Some Ethical Intersections of Digitality and Media",This panel looks to Maker culture as we ask how to stretch the possibilities for writing classrooms.
Anne Wysocki,University of Wisconsin-Milwaukee,Making as Rhetorical Listening and Mattering,"Listening, Making, Mattering, Writing, Changing: Some Ethical Intersections of Digitality and Media",This panel looks to Maker culture as we ask how to stretch the possibilities for writing classrooms.
Heather Aguailar,Ventura College,NA, Kâ€“16 Partnerships and Initiatives: Benefiting Basic Writers,"This panel examines local and national perspectives on Kâ€“12 connections, positive and negative."
Lisa Abney,Northwestern State University,Innovation in the, Kâ€“16 Partnerships and Initiatives: Benefiting Basic Writers,"This panel examines local and national perspectives on Kâ€“12 connections, positive and negative."
Kâ€“16 Partnerships,Corequisites,NA, Kâ€“16 Partnerships and Initiatives: Benefiting Basic Writers,"This panel examines local and national perspectives on Kâ€“12 connections, positive and negative."
Lisa Davis,Northwestern State University,Innovation in the Face, Kâ€“16 Partnerships and Initiatives: Benefiting Basic Writers,"This panel examines local and national perspectives on Kâ€“12 connections, positive and negative."
Kâ€“16 Partnerships,Corequisites,NA, Kâ€“16 Partnerships and Initiatives: Benefiting Basic Writers,"This panel examines local and national perspectives on Kâ€“12 connections, positive and negative."
Lee Einhorn,Central Connecticut State University,"Save Basic Writing, Save the Public University", Kâ€“16 Partnerships and Initiatives: Benefiting Basic Writers,"This panel examines local and national perspectives on Kâ€“12 connections, positive and negative."
W. Gary Griswold,California State University,Disjunctive Assessment: A Local and System-Wide Examination of the California, Kâ€“16 Partnerships and Initiatives: Benefiting Basic Writers,"This panel examines local and national perspectives on Kâ€“12 connections, positive and negative."
Nicole Hancock,Southwestern Illinois College,How to Grow an Assessment from the Ground, Kâ€“16 Partnerships and Initiatives: Benefiting Basic Writers,"This panel examines local and national perspectives on Kâ€“12 connections, positive and negative."
Bradford Nadziejko,Southwestern Illinois College,How to Grow an Assessment from the Ground, Kâ€“16 Partnerships and Initiatives: Benefiting Basic Writers,"This panel examines local and national perspectives on Kâ€“12 connections, positive and negative."
Erin Chandler,University of Montevallo,Sustaining the Self in the Public Archives,"Nourishing the Self, Cultivating the Archives, Enriching the Public: Sustaining the Work of Royster, Rohan, and Kirsch This panel examines archival research in physical and digital sites by sustaining and expanding on the work of Royster, Rohan, and Kirsch.",NA
Keri Mathis,University of Louisville,Developing Capacity for Diverse Research Practices in the Archives,"Nourishing the Self, Cultivating the Archives, Enriching the Public: Sustaining the Work of Royster, Rohan, and Kirsch This panel examines archival research in physical and digital sites by sustaining and expanding on the work of Royster, Rohan, and Kirsch.",NA
Jennie Vaughn,Gannon University,Cultivating Relationships and the Archives,"Nourishing the Self, Cultivating the Archives, Enriching the Public: Sustaining the Work of Royster, Rohan, and Kirsch This panel examines archival research in physical and digital sites by sustaining and expanding on the work of Royster, Rohan, and Kirsch.",NA
Geoffrey Clegg,Western Michigan University,NA,Entrepreneurship in Technical Communication? Yes!,Three case studies that cultivate discussion about entrepreneurship in technical communication.
Jeffrey Gerding,Purdue University,When Is a Solution Not a Solution? The Rhetorical Work of Civic Entrepreneurship in Solving,Entrepreneurship in Technical Communication? Yes!,Three case studies that cultivate discussion about entrepreneurship in technical communication.
Allie Oosta,Amazon.com,Writing in the Workplace: Document Revising as Collaborative Creative Process,Entrepreneurship in Technical Communication? Yes!,Three case studies that cultivate discussion about entrepreneurship in technical communication.
Jenna Sheffield,University of New Haven,#contentstrategy: A Workplace Study of One Global Tech Startup's Digital Communication,Entrepreneurship in Technical Communication? Yes!,Three case studies that cultivate discussion about entrepreneurship in technical communication.
Kyle Vealey,West Chester University,When Is a Solution Not a Solution? The Rhetorical Work of Civic Entrepreneurship in Solving,Entrepreneurship in Technical Communication? Yes!,Three case studies that cultivate discussion about entrepreneurship in technical communication.
Chris Anson,North Carolina State University,NA,Cultivating Response: Seeing Teacher Comments through Students' Eyes,"Responding to students' writing consumes so much time, energy, and empathy, and yet, paradoxically, it is the element of our work that we least understand. In this workshop-style Cultivate session, we will examine the task of responding to student writing and explore how students read and understand our written comments. Participants will first read a student's draft and the teacher's comments and discuss this material in a small-group breakout. We will then show a video of a discourse-based interview with the student, exploring what sense the student made of the teacher's comments relative to the intentions for the paper. Together, we will explore the basic questions: What kind of reader do we become when we take up residence in the margins of our students' papers? How do our comments help students become confident writers? And we will raise questions about responding, given the constraints of faculty workload and the demands of specific student populations. From a discussion of one draft, we will move to a larger reflection on what it means to be a thoughtful reader of student writing."
Nancy Sommers,Harvard University,NA,Cultivating Response: Seeing Teacher Comments through Students' Eyes,"Responding to students' writing consumes so much time, energy, and empathy, and yet, paradoxically, it is the element of our work that we least understand. In this workshop-style Cultivate session, we will examine the task of responding to student writing and explore how students read and understand our written comments. Participants will first read a student's draft and the teacher's comments and discuss this material in a small-group breakout. We will then show a video of a discourse-based interview with the student, exploring what sense the student made of the teacher's comments relative to the intentions for the paper. Together, we will explore the basic questions: What kind of reader do we become when we take up residence in the margins of our students' papers? How do our comments help students become confident writers? And we will raise questions about responding, given the constraints of faculty workload and the demands of specific student populations. From a discussion of one draft, we will move to a larger reflection on what it means to be a thoughtful reader of student writing."
