presenter_name,presenter_institution,presentation_title,session_title,session_description
Marriott,Florida Ballroom V,NA,"Diving into the Wreck: Considering Linkages, Limitations, Perils, and Possibilities in the Deep Element where Discipline-Based Writing Intensive Courses and First-Year Composition Meet",We want to engage our audience in a discussion of WID and its links (both productive and problematic) to first-year composition.
Alan Church,Dickinson State University,NA,"Diving into the Wreck: Considering Linkages, Limitations, Perils, and Possibilities in the Deep Element where Discipline-Based Writing Intensive Courses and First-Year Composition Meet",We want to engage our audience in a discussion of WID and its links (both productive and problematic) to first-year composition.
Suzanne Russ,Dickinson State University,NA,"Diving into the Wreck: Considering Linkages, Limitations, Perils, and Possibilities in the Deep Element where Discipline-Based Writing Intensive Courses and First-Year Composition Meet",We want to engage our audience in a discussion of WID and its links (both productive and problematic) to first-year composition.
Paul Johanson,Dickinson State University,NA,"Diving into the Wreck: Considering Linkages, Limitations, Perils, and Possibilities in the Deep Element where Discipline-Based Writing Intensive Courses and First-Year Composition Meet",We want to engage our audience in a discussion of WID and its links (both productive and problematic) to first-year composition.
Holly McBee,Dickinson State University,NA,"Diving into the Wreck: Considering Linkages, Limitations, Perils, and Possibilities in the Deep Element where Discipline-Based Writing Intensive Courses and First-Year Composition Meet",We want to engage our audience in a discussion of WID and its links (both productive and problematic) to first-year composition.
Debora Dragseth,Dickinson State University,NA,"Diving into the Wreck: Considering Linkages, Limitations, Perils, and Possibilities in the Deep Element where Discipline-Based Writing Intensive Courses and First-Year Composition Meet",We want to engage our audience in a discussion of WID and its links (both productive and problematic) to first-year composition.
Michelle Stevier-Johanson,Dickinson State University,NA,"Diving into the Wreck: Considering Linkages, Limitations, Perils, and Possibilities in the Deep Element where Discipline-Based Writing Intensive Courses and First-Year Composition Meet",We want to engage our audience in a discussion of WID and its links (both productive and problematic) to first-year composition.
Amy Phillips,Minot State University,NA,"Diving into the Wreck: Considering Linkages, Limitations, Perils, and Possibilities in the Deep Element where Discipline-Based Writing Intensive Courses and First-Year Composition Meet",We want to engage our audience in a discussion of WID and its links (both productive and problematic) to first-year composition.
Marriott,Grand Ballroom F,NA,"Merging, Converging, and Collaborating: The Risks and Rewards of Re-Envisioning Writing Center Spaces The physical locations and qualities of writing center space shape the experience of tutors and writers in meaningful ways.",NA
Susan A. Gebhardt-Burns,Norwalk Community College,NA,"Merging, Converging, and Collaborating: The Risks and Rewards of Re-Envisioning Writing Center Spaces The physical locations and qualities of writing center space shape the experience of tutors and writers in meaningful ways.",NA
Mary Wright,Christopher Newport University,NA,"Merging, Converging, and Collaborating: The Risks and Rewards of Re-Envisioning Writing Center Spaces The physical locations and qualities of writing center space shape the experience of tutors and writers in meaningful ways.",NA
VA,"""Gimme Shelter: Redesigning Shared Tutoring Spaces""",Gimme Shelter: Redesigning Shared Tutoring Spaces,"Merging, Converging, and Collaborating: The Risks and Rewards of Re-Envisioning Writing Center Spaces The physical locations and qualities of writing center space shape the experience of tutors and writers in meaningful ways.",NA
Maria Soriano,John Carroll University,Risky (or rewarding) business? A Tale of Convergence between a Writing,"Merging, Converging, and Collaborating: The Risks and Rewards of Re-Envisioning Writing Center Spaces The physical locations and qualities of writing center space shape the experience of tutors and writers in meaningful ways.",NA
Shanti Bruce,Nova Southeastern University,Risks and Rewards of Incorporating a Writing Center into a First-Year Composition Curriculum,"Merging, Converging, and Collaborating: The Risks and Rewards of Re-Envisioning Writing Center Spaces The physical locations and qualities of writing center space shape the experience of tutors and writers in meaningful ways.",NA
Kevin Dvorak,Nova Southeastern University,Risks and Rewards of Incorporating a Writing Center into a First-Year Composition Curriculum,"Merging, Converging, and Collaborating: The Risks and Rewards of Re-Envisioning Writing Center Spaces The physical locations and qualities of writing center space shape the experience of tutors and writers in meaningful ways.",NA
Marriott,Grand Ballroom A,NA,Basic Writing,Riding the Roller Coaster of Remediation
Kelli Prejean,Marshall University,NA,Basic Writing,Riding the Roller Coaster of Remediation
Kelli Prejean,Marshall University,NA,Basic Writing,Riding the Roller Coaster of Remediation
Catherine Staley,Marshall University,NA,Basic Writing,Riding the Roller Coaster of Remediation
David Robinson,Marshall University,NA,Basic Writing,Riding the Roller Coaster of Remediation
Marriott,Florida Ballroom I,NA,Basic Writing,Easing the Flow Basic Writing: Using Student Centered Pedagogy In the Classroom The panels present contemporary ideas on making the BW classroom student friendly.
Rima Gulshan,Northern Virginia Community College,NA,Basic Writing,Easing the Flow Basic Writing: Using Student Centered Pedagogy In the Classroom The panels present contemporary ideas on making the BW classroom student friendly.
Erika Johnson,Texas Womanâ€™s University,Identity and Heteroglossia: The Language of Hegemony in Basic Writing Syllabi,Basic Writing,Easing the Flow Basic Writing: Using Student Centered Pedagogy In the Classroom The panels present contemporary ideas on making the BW classroom student friendly.
Kara Jensen,Georgia Military College, Texting in the Classroom: How to Use the New Dialcect,Basic Writing,Easing the Flow Basic Writing: Using Student Centered Pedagogy In the Classroom The panels present contemporary ideas on making the BW classroom student friendly.
Wendy Wright,El Camino Community College,Writing with Attitude: Burke and the Basic Writer,Basic Writing,Easing the Flow Basic Writing: Using Student Centered Pedagogy In the Classroom The panels present contemporary ideas on making the BW classroom student friendly.
Marriott,Florida Ballroom V,NA,"Community, Civic & Public","Reciprocity in Community-University Engagement: Community Partners Discuss Tensions and Possibilities Scholars alongside community partners lead a discussion on the risks, rewards, and possibilities of research and writing together."
Paula Mathieu,Boston College,NA,"Community, Civic & Public","Reciprocity in Community-University Engagement: Community Partners Discuss Tensions and Possibilities Scholars alongside community partners lead a discussion on the risks, rewards, and possibilities of research and writing together."
Estephanie Vasquez,Medellin,When Latin American Storytellers Risk Stories of War: A Struggle for UniversityCommunity Reciprocity,"Community, Civic & Public","Reciprocity in Community-University Engagement: Community Partners Discuss Tensions and Possibilities Scholars alongside community partners lead a discussion on the risks, rewards, and possibilities of research and writing together."
Eric Sepenoski,Emerson College,When Latin American Storytellers Risk Stories of War: A Struggle for University-Community,"Community, Civic & Public","Reciprocity in Community-University Engagement: Community Partners Discuss Tensions and Possibilities Scholars alongside community partners lead a discussion on the risks, rewards, and possibilities of research and writing together."
Ernesto Mario Osorio,Emerson College,When Latin American Storytellers Risk Stories of War: A Struggle for UniversityCommunity Reciprocity,"Community, Civic & Public","Reciprocity in Community-University Engagement: Community Partners Discuss Tensions and Possibilities Scholars alongside community partners lead a discussion on the risks, rewards, and possibilities of research and writing together."
Tamera Marko,Emerson College,When Latin American Storytellers Risk Stories of War: A Struggle for University-Community,"Community, Civic & Public","Reciprocity in Community-University Engagement: Community Partners Discuss Tensions and Possibilities Scholars alongside community partners lead a discussion on the risks, rewards, and possibilities of research and writing together."
Jessica Wirgau,Christiansburg,The Community Is Not Your â€˜Labâ€™: The Risks and Rewards of Developing Mutually Beneficial Relationships,"Community, Civic & Public","Reciprocity in Community-University Engagement: Community Partners Discuss Tensions and Possibilities Scholars alongside community partners lead a discussion on the risks, rewards, and possibilities of research and writing together."
Tana Schiewer,Virginia Tech University,The Community Is Not Your â€˜Labâ€™: The Risks and Rewards of Developing Mutually,"Community, Civic & Public","Reciprocity in Community-University Engagement: Community Partners Discuss Tensions and Possibilities Scholars alongside community partners lead a discussion on the risks, rewards, and possibilities of research and writing together."
Elizabeth Lohman,NRV Bike Kitchen,The Community Is Not Your â€˜Labâ€™: The Risks and Rewards of Developing Mutually,"Community, Civic & Public","Reciprocity in Community-University Engagement: Community Partners Discuss Tensions and Possibilities Scholars alongside community partners lead a discussion on the risks, rewards, and possibilities of research and writing together."
Steve Parks,Syracuse University,NA,"Community, Civic & Public","Reciprocity in Community-University Engagement: Community Partners Discuss Tensions and Possibilities Scholars alongside community partners lead a discussion on the risks, rewards, and possibilities of research and writing together."
Marriott,Florida Ballroom II,NA,"Community, Civic & Public","""Public Turning"": Rethinking Public Writing as Spatially Disruptive"
Kristi Girdharry,Northeastern University,NA,"Community, Civic & Public","""Public Turning"": Rethinking Public Writing as Spatially Disruptive"
Charles Lesh,Northeastern University,Donâ€™t Talk to Strangers!: Graffiti as Public Writing,"Community, Civic & Public","""Public Turning"": Rethinking Public Writing as Spatially Disruptive"
Sarah Finn,Northeastern University,Student Social Action Texts: Circulation and Agency,"Community, Civic & Public","""Public Turning"": Rethinking Public Writing as Spatially Disruptive"
Kristi Girdharry,Northeastern University,Engaging Digital Community Spaces in the Composition Classroom,"Community, Civic & Public","""Public Turning"": Rethinking Public Writing as Spatially Disruptive"
Marriott,Florida Ballroom III,NA,"Community, Civic & Public",Risks and Resources: Student Agency and Religious Rhetorics in the Academic Sphere
Melody Pugh,University of Michigan,NA,"Community, Civic & Public",Risks and Resources: Student Agency and Religious Rhetorics in the Academic Sphere
Andrea Rosso Efthymiou,City University of New York Graduate Center/Yeshiva University,Torah Umadda as Institutional Mission: The Risks and Rewards of Rhetorical Education in a Writing,"Community, Civic & Public",Risks and Resources: Student Agency and Religious Rhetorics in the Academic Sphere
Christopher Parsons,University of Michigan,Religious Literacy as a Rhetorical Resource: How LDS Beliefs and Literacy,"Community, Civic & Public",Risks and Resources: Student Agency and Religious Rhetorics in the Academic Sphere
Melody Pugh,University of Michigan,The Perils and Possibilities of Self-Disclosure: Navigating Ecumenical Christian,"Community, Civic & Public",Risks and Resources: Student Agency and Religious Rhetorics in the Academic Sphere
Marriott,Meeting Room 1,NA,History,"Women and Public Memory: Investigating Gender in the City, the Archive, and the Museum"
Lindal Buchanan,Old Dominion University,NA,History,"Women and Public Memory: Investigating Gender in the City, the Archive, and the Museum"
Lindal Buchanan,Old Dominion University,NA,History,"Women and Public Memory: Investigating Gender in the City, the Archive, and the Museum"
Absence,"Location,","Hosting Judy Chicagoâ€™s â€˜The Dinner Partyâ€™: Absence, Location,",History,"Women and Public Memory: Investigating Gender in the City, the Archive, and the Museum"
Erasure,"and Matronage in Public Memory"" 246", 246,History,"Women and Public Memory: Investigating Gender in the City, the Archive, and the Museum"
Marriott,Meeting Room 2,NA,History,Institutional Histories in the Field of Composition and Rhetoric
Erin Trauth,Texas Tech University,NA,History,Institutional Histories in the Field of Composition and Rhetoric
Dan Baumgardt,University of Wisconsin-Whitewater,A Rhetorical History of Linguistics Outreach in the University Leading,History,Institutional Histories in the Field of Composition and Rhetoric
Matthew Nunes,Ohio University,Harvard and First-Year Composition: What English A was Really Like,History,Institutional Histories in the Field of Composition and Rhetoric
Russel Durst,University of Cincinnati,W. Wilbur Hatfield and the Formation of CCCC,History,Institutional Histories in the Field of Composition and Rhetoric
Tampa CC,Room 15,NA,When Effective Practices Become Risky Business,Teaching online writing is risky when mandated policy resources are a poor pedagogical fit: discussion of effective practices.
Elizabeth Monske,Northern Michigan University,NA,When Effective Practices Become Risky Business,Teaching online writing is risky when mandated policy resources are a poor pedagogical fit: discussion of effective practices.
Gustav Verhulsdonck,"University of Texas at El Paso,",NA,When Effective Practices Become Risky Business,Teaching online writing is risky when mandated policy resources are a poor pedagogical fit: discussion of effective practices.
"""Balancing Code",Networks,"Balancing Code, Networks, Open Access: Incentivizing Open-Source Philosophies to Reframe Online Pedagogies in Proprietary Environments",When Effective Practices Become Risky Business,Teaching online writing is risky when mandated policy resources are a poor pedagogical fit: discussion of effective practices.
Lanette Cadle,Missouri State University,Teaching Teachers about OWI: Itâ€™s about Knowing Your Options,When Effective Practices Become Risky Business,Teaching online writing is risky when mandated policy resources are a poor pedagogical fit: discussion of effective practices.
Elif Guler,Longwood University,Baby Steps in the Hybrid: Negotiating the Risks of the Lack of Institutional Training in,When Effective Practices Become Risky Business,Teaching online writing is risky when mandated policy resources are a poor pedagogical fit: discussion of effective practices.
Christopher Harris,California State University,"Risk,",When Effective Practices Become Risky Business,Teaching online writing is risky when mandated policy resources are a poor pedagogical fit: discussion of effective practices.
Reward,Review,NA,When Effective Practices Become Risky Business,Teaching online writing is risky when mandated policy resources are a poor pedagogical fit: discussion of effective practices.
Elizabeth Monske,Northern Michigan University,Risking Proper Compensation for Proper Pedagogy: Going above Administrative Checks on the Accreditation Checklist,When Effective Practices Become Risky Business,Teaching online writing is risky when mandated policy resources are a poor pedagogical fit: discussion of effective practices.
Marriott,Grand Ballroom B,NA,Information Technologies,Teaching with Games and Infographics
Lee Hibbard,University of Alabama in Huntsville,NA,Information Technologies,Teaching with Games and Infographics
Ken Lindblom,Stony Brook University,Too Much Information? The Place of the Infographic in Writing Instruction,Information Technologies,Teaching with Games and Infographics
Eric Walsh,Rensselaer Polytechnic Institute,"Hermes,",Information Technologies,Teaching with Games and Infographics
The Theory,Design,NA,Information Technologies,Teaching with Games and Infographics
Samuel Stinson,Ohio University,You canâ€™t do this on Nintendo?,Information Technologies,Teaching with Games and Infographics
Intellectual Property,Corporate Monetization,NA,Information Technologies,Teaching with Games and Infographics
Marriott,Grand Ballroom C,NA,Information Technologies,"Report on a Laptop-Required Initiative in an Independent Writing Program: Administration, Pedagogy, and Faculty Professional Development A report and reflection on an ongoing Laptop-Required Initiative in an Independent Writing Program."
Michael Moore,DePaul University,NA,Information Technologies,"Report on a Laptop-Required Initiative in an Independent Writing Program: Administration, Pedagogy, and Faculty Professional Development A report and reflection on an ongoing Laptop-Required Initiative in an Independent Writing Program."
Nathan Fink,DePaul University,NA,Information Technologies,"Report on a Laptop-Required Initiative in an Independent Writing Program: Administration, Pedagogy, and Faculty Professional Development A report and reflection on an ongoing Laptop-Required Initiative in an Independent Writing Program."
Peter Vandenberg,DePaul University,NA,Information Technologies,"Report on a Laptop-Required Initiative in an Independent Writing Program: Administration, Pedagogy, and Faculty Professional Development A report and reflection on an ongoing Laptop-Required Initiative in an Independent Writing Program."
Michael Moore,DePaul University,NA,Information Technologies,"Report on a Laptop-Required Initiative in an Independent Writing Program: Administration, Pedagogy, and Faculty Professional Development A report and reflection on an ongoing Laptop-Required Initiative in an Independent Writing Program."
Tampa CC,Room 1,NA,Information Technologies,"Innovations of Writing and Technologies: Examining Risks and Rewards among Writing, Pedagogy, and Practice All presentations explore how various technologies impact practices in writing studies and research."
Todd Craig,Medgar Evers College,NA,Information Technologies,"Innovations of Writing and Technologies: Examining Risks and Rewards among Writing, Pedagogy, and Practice All presentations explore how various technologies impact practices in writing studies and research."
Marco Fernando Navarro,"Rensselaer Polytechnic Institute,",NA,Information Technologies,"Innovations of Writing and Technologies: Examining Risks and Rewards among Writing, Pedagogy, and Practice All presentations explore how various technologies impact practices in writing studies and research."
Flushing,NY,Digital Rhetoric Continued: The Risks and Rewards of Semi-Private and Semi-Public Spaces of Student Work,Information Technologies,"Innovations of Writing and Technologies: Examining Risks and Rewards among Writing, Pedagogy, and Practice All presentations explore how various technologies impact practices in writing studies and research."
Lisa Litterio,Bridgewater State University,Risking Access and Inclusion? The Rhetoric of Access and the Role of English Departments,Information Technologies,"Innovations of Writing and Technologies: Examining Risks and Rewards among Writing, Pedagogy, and Practice All presentations explore how various technologies impact practices in writing studies and research."
Marriott,Grand Ballroom D,NA,Information Technologies,Cross-Cultural Composition: The Rewards of Addressing Linguistic Diversity in Online Writing Classes This panel discusses the development and assessment of an online FYC curriculum focused on language and linguistic diversity.
Andrew Bourelle,University of New Mexico,NA,Information Technologies,Cross-Cultural Composition: The Rewards of Addressing Linguistic Diversity in Online Writing Classes This panel discusses the development and assessment of an online FYC curriculum focused on language and linguistic diversity.
Anna Knutson,University of Michigan,NA,Information Technologies,Cross-Cultural Composition: The Rewards of Addressing Linguistic Diversity in Online Writing Classes This panel discusses the development and assessment of an online FYC curriculum focused on language and linguistic diversity.
Bethany Davila,University of New Mexico,NA,Information Technologies,Cross-Cultural Composition: The Rewards of Addressing Linguistic Diversity in Online Writing Classes This panel discusses the development and assessment of an online FYC curriculum focused on language and linguistic diversity.
Andrew Bourelle,University of New Mexico,NA,Information Technologies,Cross-Cultural Composition: The Rewards of Addressing Linguistic Diversity in Online Writing Classes This panel discusses the development and assessment of an online FYC curriculum focused on language and linguistic diversity.
Tiffany Bourelle,University of New Mexico,NA,Information Technologies,Cross-Cultural Composition: The Rewards of Addressing Linguistic Diversity in Online Writing Classes This panel discusses the development and assessment of an online FYC curriculum focused on language and linguistic diversity.
Marriott,Meeting Room 12,NA,Institutional and Professional,Using Our Expertise in Rhetoric and Composition to Leverage Transdisciplinary Innovations
Melody Bowdon,University of Central Florida,NA,Institutional and Professional,Using Our Expertise in Rhetoric and Composition to Leverage Transdisciplinary Innovations
John Scenters-Zapico,University of Texas,NA,Institutional and Professional,Using Our Expertise in Rhetoric and Composition to Leverage Transdisciplinary Innovations
Rusty Carpenter,Eastern Kentucky University,NA,Institutional and Professional,Using Our Expertise in Rhetoric and Composition to Leverage Transdisciplinary Innovations
Thomas P. Miller,University of Arizona,NA,Institutional and Professional,Using Our Expertise in Rhetoric and Composition to Leverage Transdisciplinary Innovations
Melody Bowdon,University of Central Florida,NA,Institutional and Professional,Using Our Expertise in Rhetoric and Composition to Leverage Transdisciplinary Innovations
Marriott,Grand Ballroom G,NA,Institutional and Professional,"Medical, Environment, and Civic Discourse Rhetoric: Rethinking Rhetorical Patterns"
Nneka-Nora Osakwe,Albany State University,NA,Institutional and Professional,"Medical, Environment, and Civic Discourse Rhetoric: Rethinking Rhetorical Patterns"
Susan Rauch,Texas Tech University,Rhetoric and Economics of eHealth Records: The Risk and Value of Economizing,Institutional and Professional,"Medical, Environment, and Civic Discourse Rhetoric: Rethinking Rhetorical Patterns"
Richard Johnson-Sheehan,Purdue University,Medical and Environmental Rhetoric Innovation and Leadership,Institutional and Professional,"Medical, Environment, and Civic Discourse Rhetoric: Rethinking Rhetorical Patterns"
David Boyles,University of Tampa,Investigating the University: The Campus as Student Research Site,Institutional and Professional,"Medical, Environment, and Civic Discourse Rhetoric: Rethinking Rhetorical Patterns"
CCCC CONVENTION,tampa 2015 NA,NA,Institutional and Professional,"Medical, Environment, and Civic Discourse Rhetoric: Rethinking Rhetorical Patterns"
Marriott,Grand Ballroom H,NA,Innovation and Taking Risks,"Making and Being Good Relations (Sponsored by the American Indian Caucus) Honoring relationships, these presenters approach their pedagogy, research, and community work as ceremony."
Christie Toth,University of Utah,NA,Innovation and Taking Risks,"Making and Being Good Relations (Sponsored by the American Indian Caucus) Honoring relationships, these presenters approach their pedagogy, research, and community work as ceremony."
Joyce Rain Anderson,Bridgewater State University,NA,Innovation and Taking Risks,"Making and Being Good Relations (Sponsored by the American Indian Caucus) Honoring relationships, these presenters approach their pedagogy, research, and community work as ceremony."
Respect,Reciprocity,"Changing the 3 Rs: Respect, Reciprocity, Responsibility as Indigenous Practices in the Academy",Innovation and Taking Risks,"Making and Being Good Relations (Sponsored by the American Indian Caucus) Honoring relationships, these presenters approach their pedagogy, research, and community work as ceremony."
Tara Rayers,University of Tennessee-Knoxville,Looking for New,Innovation and Taking Risks,"Making and Being Good Relations (Sponsored by the American Indian Caucus) Honoring relationships, these presenters approach their pedagogy, research, and community work as ceremony."
Metaphors,"Seeking New Alliances: Cultural Rhetorics and the Methodology Classroom""",NA,Innovation and Taking Risks,"Making and Being Good Relations (Sponsored by the American Indian Caucus) Honoring relationships, these presenters approach their pedagogy, research, and community work as ceremony."
Lisa King,University of Tennessee-Knoxville,Looking for New,Innovation and Taking Risks,"Making and Being Good Relations (Sponsored by the American Indian Caucus) Honoring relationships, these presenters approach their pedagogy, research, and community work as ceremony."
Metaphors,"Seeking New Alliances: Cultural Rhetorics and the Methodology Classroom""",NA,Innovation and Taking Risks,"Making and Being Good Relations (Sponsored by the American Indian Caucus) Honoring relationships, these presenters approach their pedagogy, research, and community work as ceremony."
Gail MacKay,University of Saskatchewan,Using Indigenous Pedagogy to Study an Indigenous Text,Innovation and Taking Risks,"Making and Being Good Relations (Sponsored by the American Indian Caucus) Honoring relationships, these presenters approach their pedagogy, research, and community work as ceremony."
Exploring Perils,Prospects,NA,Innovation and Taking Risks,NA
Tampa CC,Room 3,NA,Innovation and Taking Risks,NA
Timothy R. Amidon,Colorado State University,NA,Innovation and Taking Risks,NA
Bryna Siegel Finer,Indiana University of Pennsylvania,NA,Innovation and Taking Risks,NA
Jamie White-Farnham,University of Wisconsin-Superior,NA,Innovation and Taking Risks,NA
J.C. Lee,California State University,NA,Innovation and Taking Risks,NA
Cathryn Molloy,James Madison University,NA,Innovation and Taking Risks,NA
Timothy R. Amidon,Colorado State University,On Firefighters,Innovation and Taking Risks,NA
Matthew Ortoleva,Worcester State University,NA,Innovation and Taking Risks,NA
Marriott,Grand Ballroom I,NA,Innovation and Taking Risks,"In the Writing Classroom, ""Risk"" Should Not be a Four-Letter Word"
Brooke Rollins,Lehigh University,NA,Innovation and Taking Risks,"In the Writing Classroom, ""Risk"" Should Not be a Four-Letter Word"
Marriott,Grand Ballroom J,NA,Innovation and Taking Risks,The Risky Business of Borderland Writing
P. F. Potvin,University of Michigan-Dearborn,NA,Innovation and Taking Risks,The Risky Business of Borderland Writing
P. F. Potvin,University of Michigan-Dearborn,Whoâ€™s that knocking?: Multimedia Collaborations in Service Learning,Innovation and Taking Risks,The Risky Business of Borderland Writing
Andrew Wright,University of Michigan-Dearborn,When They Stop You at the Border: A Story about Storytelling,Innovation and Taking Risks,The Risky Business of Borderland Writing
Kristian Stewart,University of Michigan-Dearborn,Writing South Africa: Digital Storytelling as Sites of Resistance and Restoration,Innovation and Taking Risks,The Risky Business of Borderland Writing
Marriott,Meeting Room 4,NA,Innovation and Taking Risks,The Risks and Rewards of Teaching Civil Rights Rhetoric
Laura Michael Brown,The Pennsylvania State University,NA,Innovation and Taking Risks,The Risks and Rewards of Teaching Civil Rights Rhetoric
Jack Selzer,The Pennsylvania State University,Teaching the Rhetoric of the Civil Rights Movement,Innovation and Taking Risks,The Risks and Rewards of Teaching Civil Rights Rhetoric
Stephen Schneider,University of Louisville,Between Documents and Monuments: Civil Rights Rhetoric and Public Memory,Innovation and Taking Risks,The Risks and Rewards of Teaching Civil Rights Rhetoric
Elizabeth Ellis,University of Maryland,Teaching Civil Rights Archives,Innovation and Taking Risks,The Risks and Rewards of Teaching Civil Rights Rhetoric
Laura Michael Brown,The Pennsylvania State University,Teaching Non-violence as Rhetorical Strategy,Innovation and Taking Risks,The Risks and Rewards of Teaching Civil Rights Rhetoric
Marriott,Meeting Room 3,NA,Innovation and Taking Risks,Risking the Curriculum: Innovative Teaching in Transitional High-School and Developmental University Courses
Jeff Osborne,Murray State University,NA,Innovation and Taking Risks,Risking the Curriculum: Innovative Teaching in Transitional High-School and Developmental University Courses
Misty Evans,Murray State University,NA,Innovation and Taking Risks,Risking the Curriculum: Innovative Teaching in Transitional High-School and Developmental University Courses
Mike Morgan,Murray State University,NA,Innovation and Taking Risks,Risking the Curriculum: Innovative Teaching in Transitional High-School and Developmental University Courses
Jeff Osborne,Murray State University,NA,Innovation and Taking Risks,Risking the Curriculum: Innovative Teaching in Transitional High-School and Developmental University Courses
Marriott,Meeting Room 5,NA,Innovation and Taking Risks,"Enemy Combatants, Collaborators, and Allies: Rescuing Student Writing from the Fields of Battle An argument for alternative approaches to plagiarism, and the rhetoric around it, in the classroom, writing center, and library."
Dalyn Luedtke,Norwich University,NA,Innovation and Taking Risks,"Enemy Combatants, Collaborators, and Allies: Rescuing Student Writing from the Fields of Battle An argument for alternative approaches to plagiarism, and the rhetoric around it, in the classroom, writing center, and library."
Nancy Fawley,University of Nevada,It Takes a Village: Collaborative Assignment Design to Improve Student,Innovation and Taking Risks,"Enemy Combatants, Collaborators, and Allies: Rescuing Student Writing from the Fields of Battle An argument for alternative approaches to plagiarism, and the rhetoric around it, in the classroom, writing center, and library."
Jen Heckler,Seattle University,Complicating Plagiarism: Blurring the Boundaries of Research and Writing in Writing Center Tutorials,Innovation and Taking Risks,"Enemy Combatants, Collaborators, and Allies: Rescuing Student Writing from the Fields of Battle An argument for alternative approaches to plagiarism, and the rhetoric around it, in the classroom, writing center, and library."
Matt Schwisow,Highline Community College,Moving beyond Plagiarism Patrol in First-Year Composition,Innovation and Taking Risks,"Enemy Combatants, Collaborators, and Allies: Rescuing Student Writing from the Fields of Battle An argument for alternative approaches to plagiarism, and the rhetoric around it, in the classroom, writing center, and library."
Dalyn Luedtke,Norwich University,A Call for Collegiality,Innovation and Taking Risks,"Enemy Combatants, Collaborators, and Allies: Rescuing Student Writing from the Fields of Battle An argument for alternative approaches to plagiarism, and the rhetoric around it, in the classroom, writing center, and library."
Marriott,Meeting Room 6,NA,Innovation and Taking Risks,"The Writing Center Tackles ""Time to Degree Completion"": Tutor and Grad Student Perspectives on a New ""Dissertation Retreat"" Program We discuss development, funding, research methods, and findings for an interdisciplinary dissertation retreat at an R1 university."
Jennifer Halpin,University of Washington,NA,Innovation and Taking Risks,"The Writing Center Tackles ""Time to Degree Completion"": Tutor and Grad Student Perspectives on a New ""Dissertation Retreat"" Program We discuss development, funding, research methods, and findings for an interdisciplinary dissertation retreat at an R1 university."
Jennifer Halpin,University of Washington,Methods and Findings from Qualitative Research on Retreat Efficacy,Innovation and Taking Risks,"The Writing Center Tackles ""Time to Degree Completion"": Tutor and Grad Student Perspectives on a New ""Dissertation Retreat"" Program We discuss development, funding, research methods, and findings for an interdisciplinary dissertation retreat at an R1 university."
Marriott,Meeting Room 7,NA,Innovation and Taking Risks,Exploring Identities: Embodied and Disembodied
Simone Billings,Santa Clara University,NA,Innovation and Taking Risks,Exploring Identities: Embodied and Disembodied
Shewonda Leger,Michigan State University,The Risk of Going Natural: Cultural Embodiment in African-American,Innovation and Taking Risks,Exploring Identities: Embodied and Disembodied
Heather Palmer,University of Tennessee at Chattanooga,The Risk of Self and Dynamics of Intensity: Teaching Queer Theory in the Deep,Innovation and Taking Risks,Exploring Identities: Embodied and Disembodied
Kyle Adams,Your Hometown Lima Stations,Blurring Boundaries: Performing Identities and Encouraging Dialogic Communication across,Innovation and Taking Risks,Exploring Identities: Embodied and Disembodied
Megan Adams,Bowling Green State University,Blurring Boundaries: Performing Identities and Encouraging Dialogic,Innovation and Taking Risks,Exploring Identities: Embodied and Disembodied
Marriott,Meeting Room 8,NA,Innovation and Taking Risks,The Risks and Rewards of Team Teaching in Science and Writing Presenters discuss their experiences team teaching in courses that blend STEM and writing.
Tom Hemmeter,Arcadia University,NA,Innovation and Taking Risks,The Risks and Rewards of Team Teaching in Science and Writing Presenters discuss their experiences team teaching in courses that blend STEM and writing.
Abigail Stiles,University of New Mexico,Blogging Microbes in a Learning Community Course,Innovation and Taking Risks,The Risks and Rewards of Team Teaching in Science and Writing Presenters discuss their experiences team teaching in courses that blend STEM and writing.
Julie Bryant,University of New Mexico,Blogging Microbes in a Learning Community Course,Innovation and Taking Risks,The Risks and Rewards of Team Teaching in Science and Writing Presenters discuss their experiences team teaching in courses that blend STEM and writing.
Holly Baumgartner,Lourdes University,Collaboration?: Writing Risks in the Nursing Curriculum,Innovation and Taking Risks,The Risks and Rewards of Team Teaching in Science and Writing Presenters discuss their experiences team teaching in courses that blend STEM and writing.
Deborah Vargo,Lourdes University,Collaboration?: Writing Risks in the Nursing Curriculum,Innovation and Taking Risks,The Risks and Rewards of Team Teaching in Science and Writing Presenters discuss their experiences team teaching in courses that blend STEM and writing.
Patricia Morelli,University of Hartford,The Rewards and Risks of Curricular Innovation: Team-Taught Physical Therapy Seminars at the,Innovation and Taking Risks,The Risks and Rewards of Team Teaching in Science and Writing Presenters discuss their experiences team teaching in courses that blend STEM and writing.
Marriott,Meeting Room 9,NA,Innovation and Taking Risks,"Risking Method/ology for Queer Reward: Multimodality, Literacy Sponsorscape(s), and Yearning"
Kathleen Livingston,Michigan State University,NA,Innovation and Taking Risks,"Risking Method/ology for Queer Reward: Multimodality, Literacy Sponsorscape(s), and Yearning"
Jon Wargo,Michigan State University,"Technoliteracy Sponsorscapes as Rhetorical Lamination(s); Or,",Innovation and Taking Risks,"Risking Method/ology for Queer Reward: Multimodality, Literacy Sponsorscape(s), and Yearning"
