presenter_name,presenter_affiliation,presentation_title,session_title,session_description,year
Rebecca Dickson,University of Colorado at Boulder,Climate,From Climate Change to Sexual Harrassment: A Rhetorical Analysis of Science and Technical Communication,Developing a rhetorical analysis of climate change and sexual harassment in the military.,2015
Change,the Rhetoric of Science,NA,From Climate Change to Sexual Harrassment: A Rhetorical Analysis of Science and Technical Communication,Developing a rhetorical analysis of climate change and sexual harassment in the military.,2015
Letitia Harding,University of the Incarnate Word,The Power of Images in Global Climate Change Discourse: A Critical,From Climate Change to Sexual Harrassment: A Rhetorical Analysis of Science and Technical Communication,Developing a rhetorical analysis of climate change and sexual harassment in the military.,2015
Ella Browning,University of South Florida,Mapping the Construction of GAO-13-182,From Climate Change to Sexual Harrassment: A Rhetorical Analysis of Science and Technical Communication,Developing a rhetorical analysis of climate change and sexual harassment in the military.,2015
Marriott,Meeting Room 9,NA,Always Bet on Black: The Rewards of Including HBCUs in Conversations about Race and Writing We will show that HBCUs are unique sites of inquiry and poised to be at the forefront of conversations about race and writing.,NA,2015
Karen Keaton Jackson,North Carolina Central University,NA,Always Bet on Black: The Rewards of Including HBCUs in Conversations about Race and Writing We will show that HBCUs are unique sites of inquiry and poised to be at the forefront of conversations about race and writing.,NA,2015
Faye S. Maor,North Carolina A&T State University,NA,Always Bet on Black: The Rewards of Including HBCUs in Conversations about Race and Writing We will show that HBCUs are unique sites of inquiry and poised to be at the forefront of conversations about race and writing.,NA,2015
Tampa CC,Room 19,NA,Risks and Rewards of Circulation Studies,This panel explores how circulation studies can be a rich breeding ground for producing innovative research and curricula.,2015
Laurie Gries,University of Florida,NA,Risks and Rewards of Circulation Studies,This panel explores how circulation studies can be a rich breeding ground for producing innovative research and curricula.,2015
John Silvestri,Miami University,NA,Risks and Rewards of Circulation Studies,This panel explores how circulation studies can be a rich breeding ground for producing innovative research and curricula.,2015
Dustin Edwards,Miami University,NA,Risks and Rewards of Circulation Studies,This panel explores how circulation studies can be a rich breeding ground for producing innovative research and curricula.,2015
Michele Simmons,Miami University,NA,Risks and Rewards of Circulation Studies,This panel explores how circulation studies can be a rich breeding ground for producing innovative research and curricula.,2015
Caroline Stone Short,Shadow Health,NA,Risks and Rewards of Circulation Studies,This panel explores how circulation studies can be a rich breeding ground for producing innovative research and curricula.,2015
Laurie Gries,University of Florida,Situating Circulation Studies in Writing Curricula,Risks and Rewards of Circulation Studies,This panel explores how circulation studies can be a rich breeding ground for producing innovative research and curricula.,2015
Tampa CC,Room 13,NA,Transfer of Learning and Constructive Metacognition: A Taxonomy of Metacognition for Writing Studies,"We'll present a taxonomy of metacognitive moves used in writing, explain its implications, and discuss its use with attendees.",2015
Gwen Gorzelsky,Colorado State University,NA,Transfer of Learning and Constructive Metacognition: A Taxonomy of Metacognition for Writing Studies,"We'll present a taxonomy of metacognitive moves used in writing, explain its implications, and discuss its use with attendees.",2015
Gwen Gorzelsky,Colorado State University,NA,Transfer of Learning and Constructive Metacognition: A Taxonomy of Metacognition for Writing Studies,"We'll present a taxonomy of metacognitive moves used in writing, explain its implications, and discuss its use with attendees.",2015
Ed Jones,Seton Hall University,NA,Transfer of Learning and Constructive Metacognition: A Taxonomy of Metacognition for Writing Studies,"We'll present a taxonomy of metacognitive moves used in writing, explain its implications, and discuss its use with attendees.",2015
Dana Driscoll,Oakland University,NA,Transfer of Learning and Constructive Metacognition: A Taxonomy of Metacognition for Writing Studies,"We'll present a taxonomy of metacognitive moves used in writing, explain its implications, and discuss its use with attendees.",2015
Carol Hayes,The George Washington University,NA,Transfer of Learning and Constructive Metacognition: A Taxonomy of Metacognition for Writing Studies,"We'll present a taxonomy of metacognitive moves used in writing, explain its implications, and discuss its use with attendees.",2015
Marriott,Meeting Room 10,NA,"At Any Cost: The Rhetoric of Educational Access, Student Poverty, and First-Year Writing",This panel discussion explores the complexity of student social class in a climate of consumerist educational discourse.,2015
Brett Griffiths,University of Michigan,NA,"At Any Cost: The Rhetoric of Educational Access, Student Poverty, and First-Year Writing",This panel discussion explores the complexity of student social class in a climate of consumerist educational discourse.,2015
Christie Toth,University of Utah,Examining,"At Any Cost: The Rhetoric of Educational Access, Student Poverty, and First-Year Writing",This panel discussion explores the complexity of student social class in a climate of consumerist educational discourse.,2015
the Relationships Between Poverty,Class,NA,"At Any Cost: The Rhetoric of Educational Access, Student Poverty, and First-Year Writing",This panel discussion explores the complexity of student social class in a climate of consumerist educational discourse.,2015
Paige Hermansen,University of Arkansas,Rhetoric in the Age of Privatization and the Negotiation of Risk: Students in First-Year,"At Any Cost: The Rhetoric of Educational Access, Student Poverty, and First-Year Writing",This panel discussion explores the complexity of student social class in a climate of consumerist educational discourse.,2015
Brett Griffiths,University of Michigan,â€˜Complex' and â€˜Problematic' Lives: How Euphemistic Language about Poverty Effects,"At Any Cost: The Rhetoric of Educational Access, Student Poverty, and First-Year Writing",This panel discussion explores the complexity of student social class in a climate of consumerist educational discourse.,2015
Tampa CC,Room 5,NA,Creating Self-Sufficient Writers through Peer Response and Writing Consultation,"Peer response pedagogy, decision-making in tutorials, and conferencing in third-spaces.",2015
Steven Corbett,George Mason University,Response-Able Choices: Moderate Risk/ High Reward in CrossDisciplinary Peer Response Research and Experimentation,Creating Self-Sufficient Writers through Peer Response and Writing Consultation,"Peer response pedagogy, decision-making in tutorials, and conferencing in third-spaces.",2015
William Macauley,University of Nevada,What risk? What reward? Who is deciding what and how within writing consultations?,Creating Self-Sufficient Writers through Peer Response and Writing Consultation,"Peer response pedagogy, decision-making in tutorials, and conferencing in third-spaces.",2015
Jaclyn Fiscus,University of Washington,Writing Conferences in Third-Spaces: The Potential for Discursive Space that Promotes,Creating Self-Sufficient Writers through Peer Response and Writing Consultation,"Peer response pedagogy, decision-making in tutorials, and conferencing in third-spaces.",2015
Tampa CC,Room 12,NA,Transformational Pedagogies: The Risks and Rewards of Multimodal Composition in First-Year Composition Complicating/transforming/dissociating multimodal texts.,NA,2015
Matt Davis,University of Massachusetts,NA,Transformational Pedagogies: The Risks and Rewards of Multimodal Composition in First-Year Composition Complicating/transforming/dissociating multimodal texts.,NA,2015
Susan DeRosa,Eastern Connecticut State University,A Risk Is a Choice: Creating Multimodal Texts and Rhetorical Awareness,Transformational Pedagogies: The Risks and Rewards of Multimodal Composition in First-Year Composition Complicating/transforming/dissociating multimodal texts.,NA,2015
Steve Ferruci,Eastern Connecticut State University,A Risk Is a Choice: Creating Multimodal Texts and Rhetorical Awareness,Transformational Pedagogies: The Risks and Rewards of Multimodal Composition in First-Year Composition Complicating/transforming/dissociating multimodal texts.,NA,2015
Thomas Reynolds,University of Minnesota,Sign-Using or Sign-Making?: Potential Risks and Rewards of Employing Multimodal,Transformational Pedagogies: The Risks and Rewards of Multimodal Composition in First-Year Composition Complicating/transforming/dissociating multimodal texts.,NA,2015
Shuwen Li,University of Minnesota,Sign-Using or SignMaking?: Potential Risks and Rewards of Employing Multimodal Assignments in College Composition Classrooms,Transformational Pedagogies: The Risks and Rewards of Multimodal Composition in First-Year Composition Complicating/transforming/dissociating multimodal texts.,NA,2015
Amy Anderson,West Chester University of Pennsylvania,Risky Pedagogy: What Dissociation Can Teach Us about Multimodal Composition,Transformational Pedagogies: The Risks and Rewards of Multimodal Composition in First-Year Composition Complicating/transforming/dissociating multimodal texts.,NA,2015
Marriott,Meeting Room 11,NA,"Risks and Rewards of Challenging the Homogenizing Narratives of ""Student,"" ""Teacher,"" and ""Classroom""","By examining case studies, we challenge extant narratives while making room for new meanings of involvement in higher education.",2015
Patrick Harris,Miami University,NA,"Risks and Rewards of Challenging the Homogenizing Narratives of ""Student,"" ""Teacher,"" and ""Classroom""","By examining case studies, we challenge extant narratives while making room for new meanings of involvement in higher education.",2015
Elizabeth Saur,Miami University,â€˜Wouldn't it be nice if people would just talk about this?': (De)Constructions of the,"Risks and Rewards of Challenging the Homogenizing Narratives of ""Student,"" ""Teacher,"" and ""Classroom""","By examining case studies, we challenge extant narratives while making room for new meanings of involvement in higher education.",2015
Bridget Gelms,Miami University,"Lazy, Respectful, SelfAbsorbed, Kind, Entitled, Committed: Perspectives of a Homogenized Student Identity","Risks and Rewards of Challenging the Homogenizing Narratives of ""Student,"" ""Teacher,"" and ""Classroom""","By examining case studies, we challenge extant narratives while making room for new meanings of involvement in higher education.",2015
Patrick Harris,Miami University,The Inevitability of,"Risks and Rewards of Challenging the Homogenizing Narratives of ""Student,"" ""Teacher,"" and ""Classroom""","By examining case studies, we challenge extant narratives while making room for new meanings of involvement in higher education.",2015
Thompkins vs. Graff,"Round 2"" First Year-Composition",First Year-Composition,"Risks and Rewards of Challenging the Homogenizing Narratives of ""Student,"" ""Teacher,"" and ""Classroom""","By examining case studies, we challenge extant narratives while making room for new meanings of involvement in higher education.",2015
Tampa CC,Room 9,NA,"Violating Student and Programmatic Expectations to Introduce Transferable Writing Strategies: The Risk and Reward of Adopting a Writing about Writing Approach This panel examines three instructors and programs that initiated the Writing about Writing approach, despite contextual risks.",NA,2015
Kevin Eric DePew,Old Dominion University,NA,"Violating Student and Programmatic Expectations to Introduce Transferable Writing Strategies: The Risk and Reward of Adopting a Writing about Writing Approach This panel examines three instructors and programs that initiated the Writing about Writing approach, despite contextual risks.",NA,2015
Heather Lettner-Rust,Longwood University,â€˜I've gotta see a horse about a cow': Sharing WAW Approach Strategies in a Literature-Heavy Department,"Violating Student and Programmatic Expectations to Introduce Transferable Writing Strategies: The Risk and Reward of Adopting a Writing about Writing Approach This panel examines three instructors and programs that initiated the Writing about Writing approach, despite contextual risks.",NA,2015
Joel Schneier,North Carolina State University,â€˜After get in touch with literacy in this class': WAW in the FYW Classroom with L2,"Violating Student and Programmatic Expectations to Introduce Transferable Writing Strategies: The Risk and Reward of Adopting a Writing about Writing Approach This panel examines three instructors and programs that initiated the Writing about Writing approach, despite contextual risks.",NA,2015
Kevin Eric DePew,Old Dominion University,â€˜Why aren't we reading poetry like my roommate?': A Rationale for Teaching,"Violating Student and Programmatic Expectations to Introduce Transferable Writing Strategies: The Risk and Reward of Adopting a Writing about Writing Approach This panel examines three instructors and programs that initiated the Writing about Writing approach, despite contextual risks.",NA,2015
a WAW Approach Based Upon Writing-as-Communication,Discourse,NA,"Violating Student and Programmatic Expectations to Introduce Transferable Writing Strategies: The Risk and Reward of Adopting a Writing about Writing Approach This panel examines three instructors and programs that initiated the Writing about Writing approach, despite contextual risks.",NA,2015
Communities,"and Genre"" NA",NA,"Violating Student and Programmatic Expectations to Introduce Transferable Writing Strategies: The Risk and Reward of Adopting a Writing about Writing Approach This panel examines three instructors and programs that initiated the Writing about Writing approach, despite contextual risks.",NA,2015
Tampa CC,Room 7,NA,Pedagogy of the Oppressive: Responding Productively to Student Expressions of Privilege We discuss the challenges of maintaining pedagogies which critique systems of power in the current economic/political climate.,NA,2015
M. Melissa Elston,Northwest Missouri State University,NA,Pedagogy of the Oppressive: Responding Productively to Student Expressions of Privilege We discuss the challenges of maintaining pedagogies which critique systems of power in the current economic/political climate.,NA,2015
Theresa Rodriguez Habbestad,Texas A&M University,NA,Pedagogy of the Oppressive: Responding Productively to Student Expressions of Privilege We discuss the challenges of maintaining pedagogies which critique systems of power in the current economic/political climate.,NA,2015
Station,"""Race","Race, Retention, and Rhetorics of Alliance in the Composition Classroom",Pedagogy of the Oppressive: Responding Productively to Student Expressions of Privilege We discuss the challenges of maintaining pedagogies which critique systems of power in the current economic/political climate.,NA,2015
M. Melissa Elston,Northwest Missouri State University,My,Pedagogy of the Oppressive: Responding Productively to Student Expressions of Privilege We discuss the challenges of maintaining pedagogies which critique systems of power in the current economic/political climate.,NA,2015
Negotiating Pedagogy,Power,NA,Pedagogy of the Oppressive: Responding Productively to Student Expressions of Privilege We discuss the challenges of maintaining pedagogies which critique systems of power in the current economic/political climate.,NA,2015
Christina V. Cedillo,Northeastern State University,But I'm not-ist!': Exposing Writerly Privilege in the Composition Classroom via Speech Act Theory,Pedagogy of the Oppressive: Responding Productively to Student Expressions of Privilege We discuss the challenges of maintaining pedagogies which critique systems of power in the current economic/political climate.,NA,2015
Tampa CC,Room 10,NA,Flipping First-Year Composition,Innovative uses of new media technologies enliven learning and encourage student engagement.,2015
John M. Sirmans,Georgia College and State University,NA,Flipping First-Year Composition,Innovative uses of new media technologies enliven learning and encourage student engagement.,2015
Theresa Flynn,Pepperdine University,How,Flipping First-Year Composition,Innovative uses of new media technologies enliven learning and encourage student engagement.,2015
Collaborative Writing,"Cloud Technology and the Writer's Workshop""",NA,Flipping First-Year Composition,Innovative uses of new media technologies enliven learning and encourage student engagement.,2015
David Beach,West Virginia University,Scaling Information Literacy Instruction in FYC with Flipped Learning,Flipping First-Year Composition,Innovative uses of new media technologies enliven learning and encourage student engagement.,2015
Johanna Deane,Rutgers,NA,Flipping First-Year Composition,Innovative uses of new media technologies enliven learning and encourage student engagement.,2015
Lawrenceville,"""Web sans Safety Net: Colloquial Genres in the Semester-Long Project (Now Gamified and Flipped!)""",Web sans Safety Net: Colloquial Genres in the Semester-Long Project (Now Gamified and Flipped!),Flipping First-Year Composition,Innovative uses of new media technologies enliven learning and encourage student engagement.,2015
Christina Grimsley,Texas Woman's University,When Flipping Fails: Finding New Ways to Motivate Students to Watch Videos,Flipping First-Year Composition,Innovative uses of new media technologies enliven learning and encourage student engagement.,2015
Tampa CC,Room 14,NA,Food and Feminism at Rhetoric's Big Round Table,"Five contributors to ""Food, Feminisms, and Rhetorics"" address the rhetoric of gender across a range of food-related texts.",2015
Melissa Goldthwaite,Saint Joseph's University,NA,Food and Feminism at Rhetoric's Big Round Table,"Five contributors to ""Food, Feminisms, and Rhetorics"" address the rhetoric of gender across a range of food-related texts.",2015
Tampa CC,Room 16,NA,"Re-Mapping Asian/Asian American Rhetoric: New Methodologies for Multimodality, Hybridity, and Rhetoricity",This panel examines methodological challenges and innovations in studying Asian/Asian American rhetorics.,2015
Morris Young,University of Wisconsin-Madison,NA,"Re-Mapping Asian/Asian American Rhetoric: New Methodologies for Multimodality, Hybridity, and Rhetoricity",This panel examines methodological challenges and innovations in studying Asian/Asian American rhetorics.,2015
LuMing Mao,Miami University,NA,"Re-Mapping Asian/Asian American Rhetoric: New Methodologies for Multimodality, Hybridity, and Rhetoricity",This panel examines methodological challenges and innovations in studying Asian/Asian American rhetorics.,2015
Bo Wang,California State University,NA,"Re-Mapping Asian/Asian American Rhetoric: New Methodologies for Multimodality, Hybridity, and Rhetoricity",This panel examines methodological challenges and innovations in studying Asian/Asian American rhetorics.,2015
Shui-yin Sharon Yam,University of Wisconsin-Madison,NA,"Re-Mapping Asian/Asian American Rhetoric: New Methodologies for Multimodality, Hybridity, and Rhetoricity",This panel examines methodological challenges and innovations in studying Asian/Asian American rhetorics.,2015
Morris Young,University of Wisconsin-Madison Theory,NA,"Re-Mapping Asian/Asian American Rhetoric: New Methodologies for Multimodality, Hybridity, and Rhetoricity",This panel examines methodological challenges and innovations in studying Asian/Asian American rhetorics.,2015
Tampa CC,Room 18,NA,Embodiment at Risk: Neglected Bodies in Everyday Writing,This panel examines the embodied nature of writing and the risk of defining literacy through normative understandings of the body.,2015
Kim Hensley Owens,Wakefield,NA,Embodiment at Risk: Neglected Bodies in Everyday Writing,This panel examines the embodied nature of writing and the risk of defining literacy through normative understandings of the body.,2015
Elisabeth Miller,University of Wisconsin-Madison,Layered on the Body: Aphasia and the Wounds of Literacy,Embodiment at Risk: Neglected Bodies in Everyday Writing,This panel examines the embodied nature of writing and the risk of defining literacy through normative understandings of the body.,2015
Annika Konrad,University of Wisconsin-Madison,Narrating Embodied Experiences: The Challenges of Rhetorical Agency,Embodiment at Risk: Neglected Bodies in Everyday Writing,This panel examines the embodied nature of writing and the risk of defining literacy through normative understandings of the body.,2015
L. Elizabeth Mackey,University of Minnesota,Voicing Composition: An Autoethnographic Investigation of Writing and,Embodiment at Risk: Neglected Bodies in Everyday Writing,This panel examines the embodied nature of writing and the risk of defining literacy through normative understandings of the body.,2015
Ashley Clayson,University of Minnesota,Venturing down,Embodiment at Risk: Neglected Bodies in Everyday Writing,This panel examines the embodied nature of writing and the risk of defining literacy through normative understandings of the body.,2015
Embodied,"Material Conditions in Collaborative Planning""",NA,Embodiment at Risk: Neglected Bodies in Everyday Writing,This panel examines the embodied nature of writing and the risk of defining literacy through normative understandings of the body.,2015
Christina Haas,University of Minnesota,Venturing down,Embodiment at Risk: Neglected Bodies in Everyday Writing,This panel examines the embodied nature of writing and the risk of defining literacy through normative understandings of the body.,2015
Embodied,"Material Conditions in Collaborative Planning""",NA,Embodiment at Risk: Neglected Bodies in Everyday Writing,This panel examines the embodied nature of writing and the risk of defining literacy through normative understandings of the body.,2015
CCCC CONVENTION,tampa 2015 NA,NA,Embodiment at Risk: Neglected Bodies in Everyday Writing,This panel examines the embodied nature of writing and the risk of defining literacy through normative understandings of the body.,2015
Tampa CC,Room 20,NA,Rewriting Comp/Rhet's Narrative About Narrative,We explore the centrality of narrative in human cognition and the central place it should play in Comp teaching and scholarship.,2015
Amy Hodges-Hamilton,Belmont University,NA,Rewriting Comp/Rhet's Narrative About Narrative,We explore the centrality of narrative in human cognition and the central place it should play in Comp teaching and scholarship.,2015
Lad Tobin,Boston College,Telling Tales in and Out of School: Beyond the Binary of Personal vs. Scholarly Writing,Rewriting Comp/Rhet's Narrative About Narrative,We explore the centrality of narrative in human cognition and the central place it should play in Comp teaching and scholarship.,2015
Eileen Donovan-Kranz,Boston College,"Oh, you mean a college admissions esssay?: How Our Incoming Students View Narrative",Rewriting Comp/Rhet's Narrative About Narrative,We explore the centrality of narrative in human cognition and the central place it should play in Comp teaching and scholarship.,2015
Thomas Newkirk,University of New Hampshire,Narrative and Causality: Why Story Is Central to All Genres,Rewriting Comp/Rhet's Narrative About Narrative,We explore the centrality of narrative in human cognition and the central place it should play in Comp teaching and scholarship.,2015
Tampa CC,Room 21,NA,Rhetoric and Ethics: Revisiting History and Exploring New Pedagogies This panel explores rewards that students and teachers receive from confronting the tensions that surround rhetoric and ethics.,NA,2015
Lois Agnew,Syracuse University,NA,Rhetoric and Ethics: Revisiting History and Exploring New Pedagogies This panel explores rewards that students and teachers receive from confronting the tensions that surround rhetoric and ethics.,NA,2015
Paula Mathieu,Boston College,Being There: Mindfulness and Ethical Classroom Practices,Rhetoric and Ethics: Revisiting History and Exploring New Pedagogies This panel explores rewards that students and teachers receive from confronting the tensions that surround rhetoric and ethics.,NA,2015
Lois Agnew,Syracuse University,Why rhetoric and ethics?,Rhetoric and Ethics: Revisiting History and Exploring New Pedagogies This panel explores rewards that students and teachers receive from confronting the tensions that surround rhetoric and ethics.,NA,2015
John Duffy,University of Notre Dame,Reconsidering Virtue,Rhetoric and Ethics: Revisiting History and Exploring New Pedagogies This panel explores rewards that students and teachers receive from confronting the tensions that surround rhetoric and ethics.,NA,2015
Tampa CC,Room 22,NA,"Access and Activism: Literacy Myths, Affirmative Action, and Sex Testing Analyzes the material consequences of policy constraints.",NA,2015
Patricia Boyd,Arizona State University,NA,"Access and Activism: Literacy Myths, Affirmative Action, and Sex Testing Analyzes the material consequences of policy constraints.",NA,2015
Julia Garrett,University of Wisconsin-Madison,Appropriating Literacies,"Access and Activism: Literacy Myths, Affirmative Action, and Sex Testing Analyzes the material consequences of policy constraints.",NA,2015
Ebony Coletu,Pennsylvania State University,The Perversity of Diversity: Rethinking the Range of Value Transactions in Affirmative,"Access and Activism: Literacy Myths, Affirmative Action, and Sex Testing Analyzes the material consequences of policy constraints.",NA,2015
Paulette Stevenson,Arizona State University,Towards Affinities of Sex: The Case of Trans- and Intersexed Athletes,"Access and Activism: Literacy Myths, Affirmative Action, and Sex Testing Analyzes the material consequences of policy constraints.",NA,2015
Marriott,Florida Ballroom IV,NA,"FYC Overhaul: The (Harsh) Realities of Radical Redesign This presentation explores the material, digital, and readiness constraints of meaningful programmatic change in FYC.",NA,2015
Brittany Stephenson,Salt Lake Community College,NA,"FYC Overhaul: The (Harsh) Realities of Radical Redesign This presentation explores the material, digital, and readiness constraints of meaningful programmatic change in FYC.",NA,2015
Brittany Stephenson,Salt Lake Community College,Wading out of Web Stew: Reader-Centric Course Design,"FYC Overhaul: The (Harsh) Realities of Radical Redesign This presentation explores the material, digital, and readiness constraints of meaningful programmatic change in FYC.",NA,2015
Lisa Bickmore,Salt Lake Community College,Material Redesign: the â€˜Scale Up' Problem,"FYC Overhaul: The (Harsh) Realities of Radical Redesign This presentation explores the material, digital, and readiness constraints of meaningful programmatic change in FYC.",NA,2015
Jennifer Courtney,Salt Lake Community College,Service Learning,"FYC Overhaul: The (Harsh) Realities of Radical Redesign This presentation explores the material, digital, and readiness constraints of meaningful programmatic change in FYC.",NA,2015
Goes Hybrid,"for Better or Worse"" Writing Programs",Writing Programs,"FYC Overhaul: The (Harsh) Realities of Radical Redesign This presentation explores the material, digital, and readiness constraints of meaningful programmatic change in FYC.",NA,2015
Marriott,Florida Ballroom VI,NA,Innovating Global Classrooms: Transdisciplinary Approaches for Supporting Multilingual Student Success Discussing transdisciplinary approaches for writing programs and instructors to fully engage diverse students in our universities.,NA,2015
Anis Bawarshi,University of Washington,NA,Innovating Global Classrooms: Transdisciplinary Approaches for Supporting Multilingual Student Success Discussing transdisciplinary approaches for writing programs and instructors to fully engage diverse students in our universities.,NA,2015
Jennifer Eidum Zinchuk,University of Washington,NA,Innovating Global Classrooms: Transdisciplinary Approaches for Supporting Multilingual Student Success Discussing transdisciplinary approaches for writing programs and instructors to fully engage diverse students in our universities.,NA,2015
Sarah Elizabeth Snyder,Arizona State University,NA,Innovating Global Classrooms: Transdisciplinary Approaches for Supporting Multilingual Student Success Discussing transdisciplinary approaches for writing programs and instructors to fully engage diverse students in our universities.,NA,2015
Katherine Daily O'Meara,Arizona State University,NA,Innovating Global Classrooms: Transdisciplinary Approaches for Supporting Multilingual Student Success Discussing transdisciplinary approaches for writing programs and instructors to fully engage diverse students in our universities.,NA,2015
Pisarn Bee Chamcharatsri,University of New Mexico,NA,Innovating Global Classrooms: Transdisciplinary Approaches for Supporting Multilingual Student Success Discussing transdisciplinary approaches for writing programs and instructors to fully engage diverse students in our universities.,NA,2015
Norah Fahim,University of Washington,NA,Innovating Global Classrooms: Transdisciplinary Approaches for Supporting Multilingual Student Success Discussing transdisciplinary approaches for writing programs and instructors to fully engage diverse students in our universities.,NA,2015
Marriott,Florida Ballroom V,NA,"Diving into the Wreck: Considering Linkages, Limitations, Perils, and Possibilities in the Deep Element where Discipline-Based Writing Intensive Courses and First-Year Composition Meet",We want to engage our audience in a discussion of WID and its links (both productive and problematic) to first-year composition.,2015
Alan Church,Dickinson State University,NA,"Diving into the Wreck: Considering Linkages, Limitations, Perils, and Possibilities in the Deep Element where Discipline-Based Writing Intensive Courses and First-Year Composition Meet",We want to engage our audience in a discussion of WID and its links (both productive and problematic) to first-year composition.,2015
Suzanne Russ,Dickinson State University,NA,"Diving into the Wreck: Considering Linkages, Limitations, Perils, and Possibilities in the Deep Element where Discipline-Based Writing Intensive Courses and First-Year Composition Meet",We want to engage our audience in a discussion of WID and its links (both productive and problematic) to first-year composition.,2015
Paul Johanson,Dickinson State University,NA,"Diving into the Wreck: Considering Linkages, Limitations, Perils, and Possibilities in the Deep Element where Discipline-Based Writing Intensive Courses and First-Year Composition Meet",We want to engage our audience in a discussion of WID and its links (both productive and problematic) to first-year composition.,2015
Holly McBee,Dickinson State University,NA,"Diving into the Wreck: Considering Linkages, Limitations, Perils, and Possibilities in the Deep Element where Discipline-Based Writing Intensive Courses and First-Year Composition Meet",We want to engage our audience in a discussion of WID and its links (both productive and problematic) to first-year composition.,2015
Debora Dragseth,Dickinson State University,NA,"Diving into the Wreck: Considering Linkages, Limitations, Perils, and Possibilities in the Deep Element where Discipline-Based Writing Intensive Courses and First-Year Composition Meet",We want to engage our audience in a discussion of WID and its links (both productive and problematic) to first-year composition.,2015
Michelle Stevier-Johanson,Dickinson State University,NA,"Diving into the Wreck: Considering Linkages, Limitations, Perils, and Possibilities in the Deep Element where Discipline-Based Writing Intensive Courses and First-Year Composition Meet",We want to engage our audience in a discussion of WID and its links (both productive and problematic) to first-year composition.,2015
Amy Phillips,Minot State University,NA,"Diving into the Wreck: Considering Linkages, Limitations, Perils, and Possibilities in the Deep Element where Discipline-Based Writing Intensive Courses and First-Year Composition Meet",We want to engage our audience in a discussion of WID and its links (both productive and problematic) to first-year composition.,2015
Marriott,Grand Ballroom F,NA,"Merging, Converging, and Collaborating: The Risks and Rewards of Re-Envisioning Writing Center Spaces The physical locations and qualities of writing center space shape the experience of tutors and writers in meaningful ways.",NA,2015
Susan A. Gebhardt-Burns,Norwalk Community College,NA,"Merging, Converging, and Collaborating: The Risks and Rewards of Re-Envisioning Writing Center Spaces The physical locations and qualities of writing center space shape the experience of tutors and writers in meaningful ways.",NA,2015
Mary Wright,Christopher Newport University,NA,"Merging, Converging, and Collaborating: The Risks and Rewards of Re-Envisioning Writing Center Spaces The physical locations and qualities of writing center space shape the experience of tutors and writers in meaningful ways.",NA,2015
VA,"""Gimme Shelter: Redesigning Shared Tutoring Spaces""",Gimme Shelter: Redesigning Shared Tutoring Spaces,"Merging, Converging, and Collaborating: The Risks and Rewards of Re-Envisioning Writing Center Spaces The physical locations and qualities of writing center space shape the experience of tutors and writers in meaningful ways.",NA,2015
Maria Soriano,John Carroll University,Risky (or rewarding) business? A Tale of Convergence between a Writing,"Merging, Converging, and Collaborating: The Risks and Rewards of Re-Envisioning Writing Center Spaces The physical locations and qualities of writing center space shape the experience of tutors and writers in meaningful ways.",NA,2015
Shanti Bruce,Nova Southeastern University,Risks and Rewards of Incorporating a Writing Center into a First-Year Composition Curriculum,"Merging, Converging, and Collaborating: The Risks and Rewards of Re-Envisioning Writing Center Spaces The physical locations and qualities of writing center space shape the experience of tutors and writers in meaningful ways.",NA,2015
Kevin Dvorak,Nova Southeastern University,Risks and Rewards of Incorporating a Writing Center into a First-Year Composition Curriculum,"Merging, Converging, and Collaborating: The Risks and Rewards of Re-Envisioning Writing Center Spaces The physical locations and qualities of writing center space shape the experience of tutors and writers in meaningful ways.",NA,2015
Marriott,Grand Ballroom A,NA,Basic Writing,Riding the Roller Coaster of Remediation,2015
Kelli Prejean,Marshall University,NA,Basic Writing,Riding the Roller Coaster of Remediation,2015
Kelli Prejean,Marshall University,NA,Basic Writing,Riding the Roller Coaster of Remediation,2015
Catherine Staley,Marshall University,NA,Basic Writing,Riding the Roller Coaster of Remediation,2015
David Robinson,Marshall University,NA,Basic Writing,Riding the Roller Coaster of Remediation,2015
Marriott,Florida Ballroom I,NA,Basic Writing,Easing the Flow Basic Writing: Using Student Centered Pedagogy In the Classroom The panels present contemporary ideas on making the BW classroom student friendly.,2015
Rima Gulshan,Northern Virginia Community College,NA,Basic Writing,Easing the Flow Basic Writing: Using Student Centered Pedagogy In the Classroom The panels present contemporary ideas on making the BW classroom student friendly.,2015
Erika Johnson,Texas Woman's University,Identity and Heteroglossia: The Language of Hegemony in Basic Writing Syllabi,Basic Writing,Easing the Flow Basic Writing: Using Student Centered Pedagogy In the Classroom The panels present contemporary ideas on making the BW classroom student friendly.,2015
Kara Jensen,Georgia Military College,Texting in the Classroom: How to Use the New Dialcect,Basic Writing,Easing the Flow Basic Writing: Using Student Centered Pedagogy In the Classroom The panels present contemporary ideas on making the BW classroom student friendly.,2015
Wendy Wright,El Camino Community College,Writing with Attitude: Burke and the Basic Writer,Basic Writing,Easing the Flow Basic Writing: Using Student Centered Pedagogy In the Classroom The panels present contemporary ideas on making the BW classroom student friendly.,2015
Marriott,Florida Ballroom V,NA,"Community, Civic & Public","Reciprocity in Community-University Engagement: Community Partners Discuss Tensions and Possibilities Scholars alongside community partners lead a discussion on the risks, rewards, and possibilities of research and writing together.",2015
