presenter_name,presenter_institution,presentation_title,session_title,session_description
Karen Trujillo,New Mexico State University,Listening to Diverse Student Voices: Student Reported Challenges and Successes in Border, Taking Action at the Border: Acknowledging and Addressing Differences among the Diverse,Data from writing students at universities on the U.S.-Mexico border help us to take action to improve writing instruction for all students.
K.T. Shaver,California State University Long Beach,Asking Questions about Students Challenges and Successes in Border Writing Programs, Taking Action at the Border: Acknowledging and Addressing Differences among the Diverse,Data from writing students at universities on the U.S.-Mexico border help us to take action to improve writing instruction for all students.
Beth Brunk-Chavez,University of Texas at El Paso,Asking Questions about Students Challenges and Successes in Border Writing Programs, Taking Action at the Border: Acknowledging and Addressing Differences among the Diverse,Data from writing students at universities on the U.S.-Mexico border help us to take action to improve writing instruction for all students.
Hilton Room 340B,Level Three,NA," Assessing Institutions, Programs, Centers, and Spaces The panelists will provide strategies and tactics for researching and assessing institutions, programs, and digital studio spaces toward frameworks for supporting student success, multiliteracies, and intra-institutional partnerships.",NA
Rachel Efstathion,Temple University,NA," Assessing Institutions, Programs, Centers, and Spaces The panelists will provide strategies and tactics for researching and assessing institutions, programs, and digital studio spaces toward frameworks for supporting student success, multiliteracies, and intra-institutional partnerships.",NA
Vandana Gavaskar,Ventura College,When the Rubber Hits the Road: Writing and Institutional Assessments," Assessing Institutions, Programs, Centers, and Spaces The panelists will provide strategies and tactics for researching and assessing institutions, programs, and digital studio spaces toward frameworks for supporting student success, multiliteracies, and intra-institutional partnerships.",NA
Fernando Sanchez,Purdue University,Of Evolutions and Mutations: Assessment as Tactics for Action in WAC Partnerships," Assessing Institutions, Programs, Centers, and Spaces The panelists will provide strategies and tactics for researching and assessing institutions, programs, and digital studio spaces toward frameworks for supporting student success, multiliteracies, and intra-institutional partnerships.",NA
Jason Custer,Florida State University,"More Modalities, More Problems: Establishing a Framework and Assessment Practices for Multimodal"," Assessing Institutions, Programs, Centers, and Spaces The panelists will provide strategies and tactics for researching and assessing institutions, programs, and digital studio spaces toward frameworks for supporting student success, multiliteracies, and intra-institutional partnerships.",NA
Hilton Room 335B,Level Three,NA, Research on Materiality and Embodiment,"This panel presents frameworks and findings for investigating big data, intersectionality, and narrativity as it pertains to embodiment and materiality."
Amy Cicchino,Florida State University,NA, Research on Materiality and Embodiment,"This panel presents frameworks and findings for investigating big data, intersectionality, and narrativity as it pertains to embodiment and materiality."
Melissa Yang,University of Pittsburgh,Progress Pigeon[hole]â€“Interactive Animal Rhetorics, Research on Materiality and Embodiment,"This panel presents frameworks and findings for investigating big data, intersectionality, and narrativity as it pertains to embodiment and materiality."
Kathleen Daly,University of Wisconsin-Madison,Beyond Digital Ubiquity: Material Consequences of Big Data Rhetoric in Higher, Research on Materiality and Embodiment,"This panel presents frameworks and findings for investigating big data, intersectionality, and narrativity as it pertains to embodiment and materiality."
Ondrea Quiros,El Paso Community College,Bridging the Divide: Helping College Freshmen Deal with Adversity by Bringing in the, Research on Materiality and Embodiment,"This panel presents frameworks and findings for investigating big data, intersectionality, and narrativity as it pertains to embodiment and materiality."
Jacob Craig,Florida State University,What Gives Shape to Writing Practices: Investigating How Composing Environments and Writing, Research on Materiality and Embodiment,"This panel presents frameworks and findings for investigating big data, intersectionality, and narrativity as it pertains to embodiment and materiality."
Arturo Valdespino,El Paso Community College,Bridging the Divide: Helping College Freshmen Deal with Adversity by Bringing in the, Research on Materiality and Embodiment,"This panel presents frameworks and findings for investigating big data, intersectionality, and narrativity as it pertains to embodiment and materiality."
Hilton Room 332,Level Three,NA, Can You Hear Me Now?: Using Audio to Teach Writing,The panel demonstrates the valued ways sound can be effectively used to teach writing.
Andrew Burgess,Florida State University,NA, Can You Hear Me Now?: Using Audio to Teach Writing,The panel demonstrates the valued ways sound can be effectively used to teach writing.
Andrew Burgess,Florida State University,Whatâ€™s That Sound?: Toward a Multimodal Understanding of Music as, Can You Hear Me Now?: Using Audio to Teach Writing,The panel demonstrates the valued ways sound can be effectively used to teach writing.
Shannon Mrkich,West Chester University,Dictating Student Feedback: Bring Your â€˜Voiceâ€™ Alive in Print, Can You Hear Me Now?: Using Audio to Teach Writing,The panel demonstrates the valued ways sound can be effectively used to teach writing.
Jennifer Ware,Wright State University,Sound Action: Experiential Learning with Audio Documentaries and Museum Artifacts, Can You Hear Me Now?: Using Audio to Teach Writing,The panel demonstrates the valued ways sound can be effectively used to teach writing.
Amy Lueck,Santa Clara University,NA," Rhetorical Listening: Difference, Materiality, and the Classroom",These panelists explore methods for engaging meaningfully with others and developing actions for change.
Esther Schupak,Bar-Ilan University,Implications of Listening Rhetoric for the Composition Classroom," Rhetorical Listening: Difference, Materiality, and the Classroom",These panelists explore methods for engaging meaningfully with others and developing actions for change.
Shersta Chabot,Arizona State University,Pedagogies of Strategic Action: Composition as Engagement with Womenâ€™s Material Culture," Rhetorical Listening: Difference, Materiality, and the Classroom",These panelists explore methods for engaging meaningfully with others and developing actions for change.
Jonathan Seggelke,Metropolitan State University of Denver,Against Me! and Caitlyn Jenner: Using Rhetorical Analysis in First-Year," Rhetorical Listening: Difference, Materiality, and the Classroom",These panelists explore methods for engaging meaningfully with others and developing actions for change.
Christina Grimsley,Texas Womanâ€™s University,"Gender, Multimodal"," Rhetorical Listening: Difference, Materiality, and the Classroom",These panelists explore methods for engaging meaningfully with others and developing actions for change.
Writing,"and Flipped Teaching: How New Definitions of Literacy Impact Women in the Classroom""",NA," Rhetorical Listening: Difference, Materiality, and the Classroom",These panelists explore methods for engaging meaningfully with others and developing actions for change.
GRB Room 351A,Level Three,NA, Reclaiming Rhetorics of Resistance in the 21st Century Panelists in this session examine rhetorical impediments to the political effectiveness of Leftist activism in the 21st century.,NA
Kainat Abidi,St. Johnâ€™s University,NA, Reclaiming Rhetorics of Resistance in the 21st Century Panelists in this session examine rhetorical impediments to the political effectiveness of Leftist activism in the 21st century.,NA
Valerie Smith,University of Waterloo,Activism That Endures: Idle No More v Conservative Tactical Rhetoric, Reclaiming Rhetorics of Resistance in the 21st Century Panelists in this session examine rhetorical impediments to the political effectiveness of Leftist activism in the 21st century.,NA
Chitra Karki,University of Waterloo,The Third Gaze: Intracultural Conflict and the Fracturing of Solidarity among Transnational Migrant, Reclaiming Rhetorics of Resistance in the 21st Century Panelists in this session examine rhetorical impediments to the political effectiveness of Leftist activism in the 21st century.,NA
Frankie Condon,University of Waterloo,Right-wing Rhetoric and Social Media in an Age of Repressive Tolerance, Reclaiming Rhetorics of Resistance in the 21st Century Panelists in this session examine rhetorical impediments to the political effectiveness of Leftist activism in the 21st century.,NA
GRB Room 340B,Level Three,NA, Getting Involved: Civil and Legal Literacy,This panel explores civic and legal writing as possible ways to engage with the community.
Robert Gilmor,University of Denver,NA, Getting Involved: Civil and Legal Literacy,This panel explores civic and legal writing as possible ways to engage with the community.
Joe Wagner,Bowling Green State University Firelands,Taking Legal Action in the First-Year Composition Class, Getting Involved: Civil and Legal Literacy,This panel explores civic and legal writing as possible ways to engage with the community.
Drew Loewe,St. Edwardâ€™s University,Threshold Concepts for Legal Writers, Getting Involved: Civil and Legal Literacy,This panel explores civic and legal writing as possible ways to engage with the community.
Christopher Foree,Texas Christian University,A Civil Tone and a Critical Eye: Encouraging Dual-Credit Students to Think Like College Students and Act Like Citizens, Getting Involved: Civil and Legal Literacy,This panel explores civic and legal writing as possible ways to engage with the community.
GRB Room 351B,Level Three,NA, Build It and They Wonâ€™t Come: Action Plan for the Stealth Veteran Effective pedagogies for invisible veterans who disaffiliate but are still marked by military literacies and experience.,NA
Mariana Grohowski,Massachusetts Maritime Academy,NA, Build It and They Wonâ€™t Come: Action Plan for the Stealth Veteran Effective pedagogies for invisible veterans who disaffiliate but are still marked by military literacies and experience.,NA
A. R. Mallory,Iowa State University,Respecting Veteransâ€™ Desire for Invisibility in the Writing ClassPedagogical Theory and, Build It and They Wonâ€™t Come: Action Plan for the Stealth Veteran Effective pedagogies for invisible veterans who disaffiliate but are still marked by military literacies and experience.,NA
Liam Corley,U.S. Naval Academy,Not Your Granddaddyâ€™s Veteran: Disaffiliation and the Composition Classroom, Build It and They Wonâ€™t Come: Action Plan for the Stealth Veteran Effective pedagogies for invisible veterans who disaffiliate but are still marked by military literacies and experience.,NA
Derek Handley,Community College of Allegheny County,Another Mission: Citizenship Pedagogy in the First-Year Writing Classroom, Build It and They Wonâ€™t Come: Action Plan for the Stealth Veteran Effective pedagogies for invisible veterans who disaffiliate but are still marked by military literacies and experience.,NA
GRB Room 340A,Level Three,NA," Visualizing the Labor of Writing Center through RAD Research: Toward the Materiality of the Everyday Work of Teaching and Learning for Students, Staff, and Professionals Using empirical research to spur and sustain action, this panel explores labor and its materiality for a range of writing center audiences.",NA
Harry Denny,Purdue University,NA," Visualizing the Labor of Writing Center through RAD Research: Toward the Materiality of the Everyday Work of Teaching and Learning for Students, Staff, and Professionals Using empirical research to spur and sustain action, this panel explores labor and its materiality for a range of writing center audiences.",NA
Harry Denny,Purdue University,"Most Served, Least Served, Best Served?: Writing Center Assessment as Advancing Social Justice"," Visualizing the Labor of Writing Center through RAD Research: Toward the Materiality of the Everyday Work of Teaching and Learning for Students, Staff, and Professionals Using empirical research to spur and sustain action, this panel explores labor and its materiality for a range of writing center audiences.",NA
Patrick Love,Purdue University,Writing Center Sessions as Articulated Labor: Strategies to Assess Tutoring Strategies and Make Work," Visualizing the Labor of Writing Center through RAD Research: Toward the Materiality of the Everyday Work of Teaching and Learning for Students, Staff, and Professionals Using empirical research to spur and sustain action, this panel explores labor and its materiality for a range of writing center audiences.",NA
Mary McCall,Purdue University,Avoid Going on the Defensive: Articulating Writing Center Assessment through the Invisible Labor," Visualizing the Labor of Writing Center through RAD Research: Toward the Materiality of the Everyday Work of Teaching and Learning for Students, Staff, and Professionals Using empirical research to spur and sustain action, this panel explores labor and its materiality for a range of writing center audiences.",NA
Beth Towle,Purdue University,Tutoring as (Hard) Labor: How Assessment Makes Writing Center Work Visible to Institutions," Visualizing the Labor of Writing Center through RAD Research: Toward the Materiality of the Everyday Work of Teaching and Learning for Students, Staff, and Professionals Using empirical research to spur and sustain action, this panel explores labor and its materiality for a range of writing center audiences.",NA
GRB Room 351D,Level Three,NA, Innovations in Big Data Research,"This panel shares big data research that helps our field to better understand discursive shifts in threshold concepts, archives, and embodiment."
Scott Banville,Nicholls State University,NA, Innovations in Big Data Research,"This panel shares big data research that helps our field to better understand discursive shifts in threshold concepts, archives, and embodiment."
Valerie Robin,Georgia State University,Innovation and the Digital Archive of Literacy Narratives: An Exploration and Implementation of Innovation in Rhetoric and Composition, Innovations in Big Data Research,"This panel shares big data research that helps our field to better understand discursive shifts in threshold concepts, archives, and embodiment."
Kristine Johnson,Calvin College,Discursive Thresholds, Innovations in Big Data Research,"This panel shares big data research that helps our field to better understand discursive shifts in threshold concepts, archives, and embodiment."
Kateland Wolfe,Georgia State University,The Embodied and Embedded Practices of Embodiment: A â€˜Distant Readingâ€™ of Embodiment, Innovations in Big Data Research,"This panel shares big data research that helps our field to better understand discursive shifts in threshold concepts, archives, and embodiment."
Michael Neal,Florida State University,Undergraduate Inquiry: Archival Research as an Alternative to the Ubiquitous Research Paper, Innovations in Big Data Research,"This panel shares big data research that helps our field to better understand discursive shifts in threshold concepts, archives, and embodiment."
GRB Room 351C,Level Three,NA, Exploring the Rhetoric of New Media and Identity,This panel explores how we teach and talk about new media and identity in the field and with our students.
Kelly Blewett,University of Cincinnati,NA, Exploring the Rhetoric of New Media and Identity,This panel explores how we teach and talk about new media and identity in the field and with our students.
Justin Hodgson,Indiana University,Exploring the New, Exploring the Rhetoric of New Media and Identity,This panel explores how we teach and talk about new media and identity in the field and with our students.
Hyperrhetoricity,New Media,NA, Exploring the Rhetoric of New Media and Identity,This panel explores how we teach and talk about new media and identity in the field and with our students.
Erika Sparby,Northern Illinois University,"Anonymity, Design, and Identification: The Rhetorical Construction of Identity on Digital Social", Exploring the Rhetoric of New Media and Identity,This panel explores how we teach and talk about new media and identity in the field and with our students.
Chris Gerben,St. Edwardâ€™s University,Perceptual Beta: The Importance of Changing Terms for Online and â€˜Newâ€™ Writing with Our Students, Exploring the Rhetoric of New Media and Identity,This panel explores how we teach and talk about new media and identity in the field and with our students.
GRB Room 351E,Level Three,NA," Advocating for First-Year Writing and Library Partnerships through Shared Threshold Concepts Using shared threshold concepts, we partnered to advocate against one-off, skills-focused writing and research instruction.",NA
I. Moriah McCracken,St. Edwardâ€™s University,NA," Advocating for First-Year Writing and Library Partnerships through Shared Threshold Concepts Using shared threshold concepts, we partnered to advocate against one-off, skills-focused writing and research instruction.",NA
Brittney Johnson,St. Edwardâ€™s University,NA," Advocating for First-Year Writing and Library Partnerships through Shared Threshold Concepts Using shared threshold concepts, we partnered to advocate against one-off, skills-focused writing and research instruction.",NA
Kayla Sulewski,St. Edwardâ€™s University NA,NA," Advocating for First-Year Writing and Library Partnerships through Shared Threshold Concepts Using shared threshold concepts, we partnered to advocate against one-off, skills-focused writing and research instruction.",NA
Hilton Grand Ballroom I,Level Four,NA," Threshold Concepts, Affective Dispositions, Writing Transfer, and Writer Identity: An Action-Oriented Session for Connections and Collaboration Participate in integrative research on threshold concepts, dispositions, transfer, and identity to generate robust writing frameworks.",NA
Barbara Bird,Taylor University,NA," Threshold Concepts, Affective Dispositions, Writing Transfer, and Writer Identity: An Action-Oriented Session for Connections and Collaboration Participate in integrative research on threshold concepts, dispositions, transfer, and identity to generate robust writing frameworks.",NA
Mary Tripp,University of Central Florida,NA," Threshold Concepts, Affective Dispositions, Writing Transfer, and Writer Identity: An Action-Oriented Session for Connections and Collaboration Participate in integrative research on threshold concepts, dispositions, transfer, and identity to generate robust writing frameworks.",NA
Barbara Bird,Taylor University,NA," Threshold Concepts, Affective Dispositions, Writing Transfer, and Writer Identity: An Action-Oriented Session for Connections and Collaboration Participate in integrative research on threshold concepts, dispositions, transfer, and identity to generate robust writing frameworks.",NA
Lisa Tremain,Occidental College NA,NA," Threshold Concepts, Affective Dispositions, Writing Transfer, and Writer Identity: An Action-Oriented Session for Connections and Collaboration Participate in integrative research on threshold concepts, dispositions, transfer, and identity to generate robust writing frameworks.",NA
Hilton Room 333,Level Three,NA," Investigating ""Consequences"" of a Community Literacy Partnership: Results from a Study of ""Writing for Change""",This session presents the results of our assessment of a community literacy partnership involving high school and college students.
Tina Bly,University of Oklahoma,NA," Investigating ""Consequences"" of a Community Literacy Partnership: Results from a Study of ""Writing for Change""",This session presents the results of our assessment of a community literacy partnership involving high school and college students.
Justin Lohr,University of Maryland,NA," Investigating ""Consequences"" of a Community Literacy Partnership: Results from a Study of ""Writing for Change""",This session presents the results of our assessment of a community literacy partnership involving high school and college students.
Carly Finkelstein,Northwestern High School,NA," Investigating ""Consequences"" of a Community Literacy Partnership: Results from a Study of ""Writing for Change""",This session presents the results of our assessment of a community literacy partnership involving high school and college students.
Heather Lindenman,University of Maryland NA,NA," Investigating ""Consequences"" of a Community Literacy Partnership: Results from a Study of ""Writing for Change""",This session presents the results of our assessment of a community literacy partnership involving high school and college students.
Hilton Ballroom of the Americas Salon E,Level Two,NA," Transaction, Inaction, and Reaction: The Many ""Actions"" of Adjunct Composition Work This session interrogates the current disabling communication between adjunct and TT faculty and proposes alternatives that unite both.",NA
Matthew Boedy,University of North Georgia,NA," Transaction, Inaction, and Reaction: The Many ""Actions"" of Adjunct Composition Work This session interrogates the current disabling communication between adjunct and TT faculty and proposes alternatives that unite both.",NA
Carol Haviland,California State University,What-Us? Yes-YOU!!," Transaction, Inaction, and Reaction: The Many ""Actions"" of Adjunct Composition Work This session interrogates the current disabling communication between adjunct and TT faculty and proposes alternatives that unite both.",NA
Maggie Cecil,California State University San Bernardino,Writing Centers Do It Better," Transaction, Inaction, and Reaction: The Many ""Actions"" of Adjunct Composition Work This session interrogates the current disabling communication between adjunct and TT faculty and proposes alternatives that unite both.",NA
Gina Hanson,California State University,Language Matters Here Too," Transaction, Inaction, and Reaction: The Many ""Actions"" of Adjunct Composition Work This session interrogates the current disabling communication between adjunct and TT faculty and proposes alternatives that unite both.",NA
Chloe de los Reyes,California State University,NA," Transaction, Inaction, and Reaction: The Many ""Actions"" of Adjunct Composition Work This session interrogates the current disabling communication between adjunct and TT faculty and proposes alternatives that unite both.",NA
Hilton Grand Ballroom L,Level Four,NA, Composing Disability Memoir as Transformative Action,Memoir and life writing provide a creative platform for narratives that take transformative action to challenge normative assumptions.
Madaline Walter,Benedictine College,NA, Composing Disability Memoir as Transformative Action,Memoir and life writing provide a creative platform for narratives that take transformative action to challenge normative assumptions.
Hilary Selznick,Illinois State University,Acting Strategically: Disabled Life Writing as a New Rhetoric of Pain, Composing Disability Memoir as Transformative Action,Memoir and life writing provide a creative platform for narratives that take transformative action to challenge normative assumptions.
Madaline Walter,Benedictine College,Wielding a Crayon in a Battle for the â€˜Madâ€™: Emilie Autumnâ€™s The Asylum for Wayward Victorian Girls, Composing Disability Memoir as Transformative Action,Memoir and life writing provide a creative platform for narratives that take transformative action to challenge normative assumptions.
Shannon Walters,Temple University,Collaboration for Action: Disability and Multimodal Revision in l, Composing Disability Memoir as Transformative Action,Memoir and life writing provide a creative platform for narratives that take transformative action to challenge normative assumptions.
Tonya Stremlau,Gallaudet University,Taking Writing Matters into Our Own Hands: A Deaf Writing Workshop, Composing Disability Memoir as Transformative Action,Memoir and life writing provide a creative platform for narratives that take transformative action to challenge normative assumptions.
Hilton Ballroom of the Americas Salon C,Level Two,NA," Resilience and Agency: Taking Action on Labor, Curriculum, and the Work of Writing Program Administration",Panelists share strategies for enhancing WPA resilience in light of economic pressures and institutional constraints.
Jonathan Udelson,University of Louisville,Total Quality for Whom?: Attending to the Emotional Dimensions of Contingent," Resilience and Agency: Taking Action on Labor, Curriculum, and the Work of Writing Program Administration",Panelists share strategies for enhancing WPA resilience in light of economic pressures and institutional constraints.
Shari Stenberg,University of Nebraska-Lincoln,Sustaining Good WPA Work in Hard Institutional Times: A Study of Veteran WPAsâ€™ Strategies," Resilience and Agency: Taking Action on Labor, Curriculum, and the Work of Writing Program Administration",Panelists share strategies for enhancing WPA resilience in light of economic pressures and institutional constraints.
James Beitler,Wheaton College,Defining Transitions: Building WPA Agency in Changing Times," Resilience and Agency: Taking Action on Labor, Curriculum, and the Work of Writing Program Administration",Panelists share strategies for enhancing WPA resilience in light of economic pressures and institutional constraints.
Brett Griffiths,University of Michigan,"Rethinking â€˜Classâ€™: Poverty,"," Resilience and Agency: Taking Action on Labor, Curriculum, and the Work of Writing Program Administration",Panelists share strategies for enhancing WPA resilience in light of economic pressures and institutional constraints.
Pedagogy,"and Two-Year College Writing Programs""",NA," Resilience and Agency: Taking Action on Labor, Curriculum, and the Work of Writing Program Administration",Panelists share strategies for enhancing WPA resilience in light of economic pressures and institutional constraints.
Debbie Minter,University of Nebraska-Lincoln,Sustaining Good WPA Work in Hard Institutional Times: A Study of Veteran WPAsâ€™ Strategies," Resilience and Agency: Taking Action on Labor, Curriculum, and the Work of Writing Program Administration",Panelists share strategies for enhancing WPA resilience in light of economic pressures and institutional constraints.
Hilton Ballroom of the Americas Salon B,Level Two,NA," Taking Action and Taking Responsibility: A Roundtable for Caucuses, Special Interest Groups, Standing Groups, and the NCTE/CCCC","This roundtable/conversation addresses institutional constraints that have led to a ""siloing"" rhetoric that frames caucuses as non-intersectional, discrete groups, while the label of ""special"" implies the broader organization is unmarked and white. What are our responsibilities to our caucuses and what responsibilities do the caucuses have to each other?"
Garrett Nichols,Bridgewater State University,NA," Taking Action and Taking Responsibility: A Roundtable for Caucuses, Special Interest Groups, Standing Groups, and the NCTE/CCCC","This roundtable/conversation addresses institutional constraints that have led to a ""siloing"" rhetoric that frames caucuses as non-intersectional, discrete groups, while the label of ""special"" implies the broader organization is unmarked and white. What are our responsibilities to our caucuses and what responsibilities do the caucuses have to each other?"
Qwo-Li Driskill,Oregon State University,Coalition and Decolonization: An American Indian Caucus Manifesto," Taking Action and Taking Responsibility: A Roundtable for Caucuses, Special Interest Groups, Standing Groups, and the NCTE/CCCC","This roundtable/conversation addresses institutional constraints that have led to a ""siloing"" rhetoric that frames caucuses as non-intersectional, discrete groups, while the label of ""special"" implies the broader organization is unmarked and white. What are our responsibilities to our caucuses and what responsibilities do the caucuses have to each other?"
Tara Wood,Rockford University,Recognizing Interdependence," Taking Action and Taking Responsibility: A Roundtable for Caucuses, Special Interest Groups, Standing Groups, and the NCTE/CCCC","This roundtable/conversation addresses institutional constraints that have led to a ""siloing"" rhetoric that frames caucuses as non-intersectional, discrete groups, while the label of ""special"" implies the broader organization is unmarked and white. What are our responsibilities to our caucuses and what responsibilities do the caucuses have to each other?"
Linh Dich,Miami University,"Shaping â€˜Ourâ€™ Public, Professional Identity: The Influence of Interest Groups on the Broader Organization"," Taking Action and Taking Responsibility: A Roundtable for Caucuses, Special Interest Groups, Standing Groups, and the NCTE/CCCC","This roundtable/conversation addresses institutional constraints that have led to a ""siloing"" rhetoric that frames caucuses as non-intersectional, discrete groups, while the label of ""special"" implies the broader organization is unmarked and white. What are our responsibilities to our caucuses and what responsibilities do the caucuses have to each other?"
Casie Cobos,"""Decentering the Polis""",Decentering the Polis," Taking Action and Taking Responsibility: A Roundtable for Caucuses, Special Interest Groups, Standing Groups, and the NCTE/CCCC","This roundtable/conversation addresses institutional constraints that have led to a ""siloing"" rhetoric that frames caucuses as non-intersectional, discrete groups, while the label of ""special"" implies the broader organization is unmarked and white. What are our responsibilities to our caucuses and what responsibilities do the caucuses have to each other?"
Al Harahap,University of Arizona,NA," Taking Action and Taking Responsibility: A Roundtable for Caucuses, Special Interest Groups, Standing Groups, and the NCTE/CCCC","This roundtable/conversation addresses institutional constraints that have led to a ""siloing"" rhetoric that frames caucuses as non-intersectional, discrete groups, while the label of ""special"" implies the broader organization is unmarked and white. What are our responsibilities to our caucuses and what responsibilities do the caucuses have to each other?"
Elaine Richardson,The Ohio State University,Seeing Each Other for Radical Coalition Building," Taking Action and Taking Responsibility: A Roundtable for Caucuses, Special Interest Groups, Standing Groups, and the NCTE/CCCC","This roundtable/conversation addresses institutional constraints that have led to a ""siloing"" rhetoric that frames caucuses as non-intersectional, discrete groups, while the label of ""special"" implies the broader organization is unmarked and white. What are our responsibilities to our caucuses and what responsibilities do the caucuses have to each other?"
Garrett Nichols,Bridgewater State University,An Alliance beyond Signal-Boosting," Taking Action and Taking Responsibility: A Roundtable for Caucuses, Special Interest Groups, Standing Groups, and the NCTE/CCCC","This roundtable/conversation addresses institutional constraints that have led to a ""siloing"" rhetoric that frames caucuses as non-intersectional, discrete groups, while the label of ""special"" implies the broader organization is unmarked and white. What are our responsibilities to our caucuses and what responsibilities do the caucuses have to each other?"
Hilton Room 338,Level Three,NA," Finding Meaning in the Midst of Academeâ€™s Identity Crisis We discuss ways to reimagine our work as compositionists at mid-career, given the widespread feeling of discontent about academe.",NA
Angela Crow,James Madison University,NA," Finding Meaning in the Midst of Academeâ€™s Identity Crisis We discuss ways to reimagine our work as compositionists at mid-career, given the widespread feeling of discontent about academe.",NA
Angela Crow,James Madison University,Belonging and," Finding Meaning in the Midst of Academeâ€™s Identity Crisis We discuss ways to reimagine our work as compositionists at mid-career, given the widespread feeling of discontent about academe.",NA
Bicycles,"Finding a Comfortable Fit for Mid-Life Advocacy""",NA," Finding Meaning in the Midst of Academeâ€™s Identity Crisis We discuss ways to reimagine our work as compositionists at mid-career, given the widespread feeling of discontent about academe.",NA
Cindy Moore,Loyola University Maryland,Career Contemplation with the Life-Changing Magic of Tidying Up," Finding Meaning in the Midst of Academeâ€™s Identity Crisis We discuss ways to reimagine our work as compositionists at mid-career, given the widespread feeling of discontent about academe.",NA
Annette Powell,Bellarmine University,"Searching for Tommy Merton, Institutional Identity and Personal Mission"," Finding Meaning in the Midst of Academeâ€™s Identity Crisis We discuss ways to reimagine our work as compositionists at mid-career, given the widespread feeling of discontent about academe.",NA
Peggy Oâ€™Neill,Loyola University Maryland,Losing Your Way or Exploring New Territory?," Finding Meaning in the Midst of Academeâ€™s Identity Crisis We discuss ways to reimagine our work as compositionists at mid-career, given the widespread feeling of discontent about academe.",NA
Hilton Ballroom of the Americas Salon A,Level Two,NA, Enacting Knowledge Transfer at the Community College: Three Case Studies of Writing Transfer across Disciplines and Programs This panel will trace the transfer knowledge acquired by students as they navigate the community college curriculum.,NA
Howard Tinberg,Bristol Community College,NA, Enacting Knowledge Transfer at the Community College: Three Case Studies of Writing Transfer across Disciplines and Programs This panel will trace the transfer knowledge acquired by students as they navigate the community college curriculum.,NA
Howard Tinberg,Bristol Community College,Using Transfer Knowledge to Bridge College and Work, Enacting Knowledge Transfer at the Community College: Three Case Studies of Writing Transfer across Disciplines and Programs This panel will trace the transfer knowledge acquired by students as they navigate the community college curriculum.,NA
Holly Pappas,Bristol Community College,NA, Enacting Knowledge Transfer at the Community College: Three Case Studies of Writing Transfer across Disciplines and Programs This panel will trace the transfer knowledge acquired by students as they navigate the community college curriculum.,NA
Jean-Paul Nadeau,Bristol Community College NA,NA, Enacting Knowledge Transfer at the Community College: Three Case Studies of Writing Transfer across Disciplines and Programs This panel will trace the transfer knowledge acquired by students as they navigate the community college curriculum.,NA
Hilton Ballroom of the Americas Salon E,Level Two,NA, American Indian Caucus Business Meeting ,Business Meeting for American Indian Caucus.
Joyce Rain Anderson,Bridgewater State University,NA, American Indian Caucus Business Meeting ,Business Meeting for American Indian Caucus.
NA,NA,NA, American Indian Caucus Business Meeting ,Business Meeting for American Indian Caucus.
Resa Crane Bizzaro,Indiana University of Pennsylvania,NA, American Indian Caucus Business Meeting ,Business Meeting for American Indian Caucus.
NA,NA,NA, American Indian Caucus Business Meeting ,Business Meeting for American Indian Caucus.
Malea Powell,Michigan State University NA,NA, American Indian Caucus Business Meeting ,Business Meeting for American Indian Caucus.
K. Hyoejin Yoon,West Chester University NA,NA," Asian/Asian American Caucus  Hilton Room 335A, Level Three ",NA
Open to all,this SIG offers a space to discuss labor,NA," Black Caucus  Hilton Ballroom of the Americas Salon F, Level Two Co-Chairs: David E. Kirkland, Michigan State University  Elaine Richardson, The Ohio State University ",NA
caucusâ€™s progress,and develop strategies for change. NA,NA," Black Caucus  Hilton Ballroom of the Americas Salon F, Level Two Co-Chairs: David E. Kirkland, Michigan State University  Elaine Richardson, The Ohio State University ",NA
Marc Bousquet,Emory University,NA, Labor Caucus SIG Business Meeting,"Hilton Ballroom of the Americas Salon C, Level Two"
Susan Naomi Bernstein,Arizona State University,NA, Labor Caucus SIG Business Meeting,"Hilton Ballroom of the Americas Salon C, Level Two"
Mitzi Jones,University of Arkansas-Fort Smith,NA, Labor Caucus SIG Business Meeting,"Hilton Ballroom of the Americas Salon C, Level Two"
Craig Crowder,University of Kentucky,NA, Labor Caucus SIG Business Meeting,"Hilton Ballroom of the Americas Salon C, Level Two"
Heather Julien,Emory University,NA, Labor Caucus SIG Business Meeting,"Hilton Ballroom of the Americas Salon C, Level Two"
Jessica Philbrook,University of Missouri,NA, Labor Caucus SIG Business Meeting,"Hilton Ballroom of the Americas Salon C, Level Two"
Vandana Gavaskar,Ventura College,NA, Labor Caucus SIG Business Meeting,"Hilton Ballroom of the Americas Salon C, Level Two"
Sue Doe,Colorado State University,NA, Labor Caucus SIG Business Meeting,"Hilton Ballroom of the Americas Salon C, Level Two"
Maxwell Philbrook,University of Missouri,NA, Labor Caucus SIG Business Meeting,"Hilton Ballroom of the Americas Salon C, Level Two"
Amy Lynch-Biniek,Kutztown University NA,NA, Labor Caucus SIG Business Meeting,"Hilton Ballroom of the Americas Salon C, Level Two"
SIG supports instructors who work with veterans,ROTC and Academy,NA," Latin@ Caucus Business Meeting  Hilton Room 335C, Level Three Co-Chairs: Raul Sanchez, University of Florida  Iris Ruiz, University of California Merced  Bruce Martin, University of Houston ",NA
